company_name,movie_id
Copacetic Pictures,79161
Neue Vitaskop Film,253267
No companies listed,49250
No companies listed,278348
Rigel Entertainment,39055
Skipstone Pictures,112456
Rainforest Entertainment,77908
No companies listed,41894
SGL Entertainment,215976
Warner Bros. Pictures,47882
Shooting Star Pictures,27455
AlphaVille Pictures Copenhagen,95385
Chase Productions,78373
No companies listed,20177
First Look Pictures,50123
ONF | NFB,89750
Duck Farm Films,91122
No companies listed,20520
No companies listed,28666
MVP Films,74457
No companies listed,70687
Libido Cine,78705
October Films,142132
Gordon Film Productions,175287
Wells & Jeta Entertainment,312113
Toast Films,118452
Arts Council of England,40880
No companies listed,55831
Universal Pictures,46184
Contento Films,299618
World Wide Pictures,26467
Next Wednesday Productions,99826
NBTV Studios,176069
Phoenician Films,111794
No companies listed,30979
Warner Bros. Pictures,60908
No companies listed,310933
Fox Searchlight Pictures,108346
Sunday Productions,70805
No companies listed,257238
No companies listed,26916
Jungle Book Studio,211086
Metakwon Filmworks,173224
Columbia Pictures,29122
No companies listed,185465
No companies listed,51955
NBC Studios,113885
Nelson Entertainment,88641
Vixen Films,87943
No companies listed,96238
Byronic Pose Productions,55180
No companies listed,20270
Monsoon Films Private Limited,73981
Gravity Hill Films,322745
Comptoir Français du Film Production (CFFP),39535
No companies listed,125263
Feature Film Project,157909
Polish Brothers Construction,196859
No companies listed,281189
White Deer,24645
No companies listed,43653
BBC,125123
FM Entertainment,124606
Rockaway the Movie,20406
Cavalier Features,89861
No companies listed,253290
No companies listed,146269
No companies listed,146231
Pendulum Productions,150338
Together Films,324322
Mormon Movies,48382
Artemis Rising,418697
No companies listed,284568
No companies listed,281230
No companies listed,291675
Hybrid,226188
No companies listed,335874
No companies listed,223318
No companies listed,34696
No companies listed,43743
BBC,270081
Turner Pictures,170399
Veracity Productions,362765
Red-Horse Native Productions,302579
Innovative Films,294550
No companies listed,334130
Syncopy,27205
Syncopy,157336
Legendary Pictures,155
Legendary Pictures,155
Lightstorm Entertainment,19995
The Donners' Company,293660
The Donners' Company,293660
Fox 2000 Pictures,550
A Band Apart,680
The Steve Tisch Company,13
Columbia Pictures,68718
Groucho II Film Partnership,603
20th Century Fox,597
WingNut Films,120
WingNut Films,122
Paramount,11324
Red Granite Pictures,106646
Legendary Pictures,49026
Legendary Pictures,49026
Warner Bros. Pictures,76341
Universal Pictures,16869
Color Force,70160
Heyday Films,672
WingNut Films,121
Dune Entertainment,297761
1492 Pictures,673
Fairview Entertainment,10138
Fairview Entertainment,10138
DC Comics,272
DC Comics,272
Walt Disney Pictures,150540
Universal Pictures,135397
Juno Pix,807
Heyday Films,674
Cruel & Unusual Films,297762
Cruel & Unusual Films,297762
Cruel & Unusual Films,297762
Alfran Productions,238
Genre Films,286217
Amblin Entertainment,105
Heyday Films,675
Heyday Films,767
The Donners' Company,263115
The Donners' Company,263115
DefyNite Films,245891
Warner Bros. Pictures,259316
Laura Ziskin Productions,557
New Regency Pictures,210577
Metro-Goldwyn-Mayer,49051
Regency Enterprises,281957
RatPac Entertainment,209112
Walt Disney Feature Animation,8587
Scott Free Productions,98
Scott Rudin Productions,37165
Walt Disney Pictures,9806
Lava Bear Films,329865
Laura Ziskin Productions,1930
Blinding Edge Pictures,381288
Peregrine,694
Color Force,101299
Blumhouse Productions,419430
Black Bear Pictures,205596
Darkwoods Productions,497
Gotham Group,198663
Green Hat Films,18785
Pacific Data Images,808
Walt Disney Pictures,2062
Marv Films,207703
Black Label Media,313369
Walt Disney Animation Studios,109445
Syncopy,374720
Walt Disney Pictures,269149
Canal+,240832
Amblin Entertainment,329
Strong Heart/Demme Production,274
Mandeville Films,321612
Walt Disney Animation Studios,177572
K/O Paper Products,75656
Color Force,131631
Touchstone Pictures,1124
Amblin Entertainment,857
Working Title Films,339403
Eon Productions,37724
Warner Bros. Pictures,49047
The Donners' Company,127585
Paramount,72190
Syncopy,49521
Syncopy,49521
Syncopy,49521
Universal Pictures,20352
Laura Ziskin Productions,558
Theobald Film Productions,118
Blumhouse Productions,244786
Media Asia Films,1422
Scott Rudin Productions,120467
Walt Disney Pictures,10193
Newmarket Capital Group,77
Anonymous Content,38
Cross Creek Pictures,44214
Virtual Studios,752
Warner Bros. Pictures,152601
WingNut Films,122917
Dog Eat Dog Productions,500
Double Feature Films,273248
20th Century Fox,348
Village Roadshow Pictures,10528
Roth Films,12155
Jerry Bruckheimer Films,1865
Marvel Studios,559
Walt Disney Pictures,920
Amblin Entertainment,607
Village Roadshow Pictures,137113
Legendary Pictures,1271
The Ladd Company,78
Summit Entertainment,324786
Temple Hill Entertainment,8966
Pixar,62177
Roth Films,102651
Columbia Pictures,274870
Dune Entertainment,87827
Film4 Productions,264660
Columbia Pictures,102382
20th Century Fox,425
Cruel & Unusual Films,141052
WingNut Films,57158
Miramax,637
Bad Hat Harry Productions,246655
Worldview Entertainment,194662
Red Wagon Entertainment,157350
Village Roadshow Pictures,190859
Paramount,10191
Bad Hat Harry Productions,49538
Warner Bros. Pictures,4922
Pacific Western,218
Amblin Entertainment,165
Carolco Pictures,280
Bold Films,64690
Legendary Pictures,68726
Color Force,131634
Walt Disney Pictures,82690
Gaylord Films,141
MRC,72105
Village Roadshow Pictures,64682
Walt Disney Animation Studios,277834
Lucasfilm Ltd.,85
Columbia Pictures,19908
Walt Disney Pictures,127380
Sunswept Entertainment,296096
RT Features,398818
Pacific Data Images,809
Centropolis Entertainment,14161
DreamWorks Pictures,14
Scott Free Productions,70981
Relativity Media,37799
Jerry Bruckheimer Films,166426
Lawrence Bender Productions,489
Michael De Luca Productions,216015
Dune Entertainment,350
Bill/Phillips,103
QED International,228150
Valhalla Motion Pictures,1724
Valhalla Motion Pictures,1724
Lionsgate,23483
Laurence Mark Productions,2048
Scott Rudin Productions,6977
Dune Entertainment,61791
The Kennedy/Marshall Company,745
Alcon Entertainment,146233
Savoy Pictures,73
New Line Cinema,138843
Fox 2000 Pictures,222935
Avery Pix,11036
Plan B Entertainment,76203
Metro-Goldwyn-Mayer,62
Strike Entertainment,49530
Walt Disney Feature Animation,812
Walt Disney Pictures,38757
ImageMovers,8358
Bad Hat Harry Productions,36657
Universal Pictures,93456
Paramount,9502
di Bonaventura Pictures,1858
Amblin Entertainment,601
EuropaCorp,8681
PolyGram Filmed Entertainment,115
Chernin Entertainment,119450
Silver Screen Partners IV,207
Silver Pictures,562
Lionsgate,291805
20th Century Fox,771
Silver Pictures,604
Pacific Data Images,953
Bold Films,242582
Relativity Media,75612
Spyglass Entertainment,310
Double Nickel Entertainment,13223
One Race,168259
Universal Pictures,211672
Universal Pictures,211672
Stillking Films,36557
Buena Vista International,18
Film4 Productions,12405
Walt Disney Pictures,62211
Virgin Produced,51876
Metro-Goldwyn-Mayer,206647
Interscope Communications,8844
Lightstorm Entertainment,76600
Pressman Film,1359
Seed Productions,2080
Seed Productions,2080
Green Hat Films,45243
Village Roadshow Pictures,58574
One Race,337339
Tencent Pictures,293167
Tencent Pictures,293167
Amblin Entertainment,196
Hemisphere Media Capital,41154
Gotham Group,294254
Stanley Kubrick Productions,600
Relativity Media,64688
FilmDistrict,59967
Blue Parrot Productions,629
Phoenix Pictures,1949
Universal Pictures,578
21 Laps Entertainment,1593
Imagine Entertainment,453
New Line Cinema,854
Plan B Entertainment,652
Watermark Pictures,19913
The Ladd Company,197
Spyglass Entertainment,13475
Lucasfilm Ltd.,89
Universal Pictures,9799
Thousand Words,641
Relativity Media,1402
NPV Entertainment,605
Blue Sky Studios,950
Paramount Vantage,5915
Figment Films,627
20th Century Fox,36668
20th Century Fox,76170
20th Century Fox,76170
Levantine Films,381284
Columbia Pictures,8960
Mad Hatter Entertainment,82702
Walt Disney Feature Animation,10674
Opus Pictures,110415
Centropolis Entertainment,602
Malpaso Productions,70
1492 Pictures,9738
SLM Production Group,679
Block / Hanson,17654
Téléfilm Canada,264644
Hughes Entertainment,772
Skylark Productions,591
Hypnotic,2501
Temple Hill Entertainment,18239
Barry Mendel Productions,9741
Paramount,54138
Revolution Studios,47971
Lucasfilm Ltd.,87
Lawrence Gordon Productions,13183
Bac Films,423
Alphaville Films,564
Alphaville Films,564
Evolution Entertainment,176
Paramount,318846
Pacific Data Images,810
Columbia Pictures,107
Temple Hill Entertainment,24021
TriStar Pictures,68724
Laika Entertainment,3933
Columbia Pictures,156022
Delphi Films,620
Cruise/Wagner Productions,954
Sony Pictures Animation,76492
Village Roadshow Pictures,254128
TSG Entertainment,281338
Cruise/Wagner Productions,180
Voltage Pictures,152532
Paramount,8373
Paramount,10625
Why Not Productions,158015
Black Label Media,273481
Brandywine Productions,126889
Translux,122906
Anonymous Content,314365
StudioCanal,747
PEA,429
Warner Bros. Pictures,68734
Amblin Entertainment,330
di Bonaventura Pictures,38356
Amblin Entertainment,74
Don Simpson/Jerry Bruckheimer Films,744
Vendôme Pictures,45612
20th Century Fox Animation,8355
Fairview Entertainment,278927
Universal Pictures,328111
Orion-Nova Productions,389
Lucasfilm Ltd.,217
Universal Pictures,51497
Paramount,315837
Tom DeSanto/Don Murphy Production,91314
ImageMovers,39254
Paramount,339846
Troublemaker Studios,187
Harbinger Pictures,50014
Roth Films,58595
American Zoetrope,28
Original Film,187017
Universal Pictures,335797
MRC,198184
Lions Gate Films,435
20th Century Fox,35
Olive Bridge Entertainment,50544
Universal Pictures,4348
Jaret Entertainment,4951
Bernd Eichinger Productions,1979
Silver Screen Partners IV,114
RatPac Entertainment,256591
Jerry Bruckheimer Films,95
Metro-Goldwyn-Mayer,10764
Silver Screen Partners IV,10144
WingNut Films,254
Mutant Enemy Productions,22970
Working Title Films,275
20th Century Fox,106
Perfect World Pictures,341174
Warner Bros. Pictures,9552
Parkes/MacDonald Productions,594
RatPac Entertainment,137106
Waypoint Entertainment,290250
Rogue Marble,27578
Focus Features,340666
Warner Bros. Pictures,268
The Kennedy/Marshall Company,2503
Universal Pictures,2105
Walt Disney Pictures,49013
Big Screen Productions,116745
Columbia Pictures,257344
20th Century Fox Animation,57800
Pathé,44115
Spring Creek Productions,1372
River Road Entertainment,339964
The Kennedy/Marshall Company,2502
Sunswept Entertainment,32657
Laika Entertainment,14836
New Line Cinema,312221
New Line Cinema,312221
Big Talk Productions,4638
Universal Pictures,214756
Katalyst Films,1954
Gravier Productions,59436
Walt Disney Feature Animation,11970
Atlas Entertainment,168672
Nvizage,395992
De Line Pictures,44912
Mikona Productions,584
Annapurna Pictures,223702
Infinitum Nihil,44826
Robert Stigwood Organization,621
Infinitum Nihil,62213
Paramount,10192
Mr. Mudd Production,7326
Focus Features,153
VideoFilmes,598
The Zanuck Company,587
Anonymous Content,1824
Universal Pictures,13804
Imagine Entertainment,65
Imagine Entertainment,8871
FilmNation Entertainment,363676
20th Century Fox,295693
Genre Films,150689
Anarchos Productions,83542
Plan B Entertainment,376867
Apatow Productions,8363
20th Century Fox,49519
Working Title Films,96721
Amblin Entertainment,331
Walt Disney Pictures,158852
Universal Pictures,195589
Universal Pictures,8909
Universal Pictures,324852
Allison Shearmur Productions,328387
Miramax,14574
Lonely Film Productions GmbH & Co. KG.,561
Revolution Studios,9339
Bona Fide Productions,773
Strike Entertainment,9693
"H2L Media ""AKA"" Mutual Film Company",75780
Olive Bridge Entertainment,37735
Alphaville Films,1734
Columbia Pictures,65754
River Road Entertainment,142
Michael De Luca Productions,109424
Amblin Entertainment,296098
1492 Pictures,18360
Parts and Labor,310131
Revolution Studios,1487
Paramount,98566
Pacific Data Images,10527
Paramount,49444
Columbia Pictures,11321
Village Roadshow Pictures,76757
Imagine Entertainment,13448
Gold/Miller Productions,4247
Universal Pictures,68735
Village Roadshow Pictures,10201
MTV Films,60304
Stage 6 Films,49018
Bedford Falls Productions,616
Paramount,38055
Millennium Media,76163
Edgar Rice Burroughs Inc.,37135
Turman-Foster Company,1091
Walt Disney Pictures,68728
Paramount,81188
Paramount,188927
Original Film,9615
G-BASE,117263
Gold Circle Films,114150
Overbrook Entertainment,82700
Grive Productions,82675
See-Saw Films,334543
Amblin Entertainment,37686
Mandalay Pictures,2668
20th Century Fox Animation,46195
Touchstone Pictures,18240
Cruise/Wagner Productions,956
Woods Entertainment,4232
Warner Bros. Pictures,4011
Walt Disney Feature Animation,11688
Intermedia Films,296
Sidney Kimmel Entertainment,293863
Initial Entertainment Group,3131
The Steve Tisch Company,100
Hollywood Gang Productions,53182
Ingenious Media,47964
DNA Films,508
Platinum Dunes,238636
Village Roadshow Pictures,322
Walt Disney Pictures,241259
Playtone,11631
ShivHans Pictures,334533
The Halcyon Company,534
Miramax,7345
DC Comics,364
Propaganda Films,2649
Nickelodeon Movies,44896
Touchstone Pictures,676
Rat Entertainment,51540
DreamWorks Pictures,10555
Dark Horse Entertainment,258489
Walden Media,2454
Canal+,1933
Imagine Entertainment,207932
Northern Lights Films,270303
Apaches Entertainment,80278
Alcon Entertainment,22881
Green Hat Films,57214
Legendary Pictures,18823
Denver and Delilah Productions,341013
Jerry Bruckheimer Films,2059
Paramount,86834
A Band Apart,184
Warner Bros. Pictures,927
Star Partners II Ltd.,380
Davis Films,1576
Universal Pictures,59859
Columbia Pictures,782
Mandeville Films,82654
Don Simpson/Jerry Bruckheimer Films,9737
New Line Cinema,250546
New Line Cinema,250546
di Bonaventura Pictures,335988
Parkes+MacDonald Image Nation,565
Mutual Film Company,1995
Lakeshore Entertainment,277
Playtone,5255
Legendary Pictures,49017
Anabasis N.V.,1368
TSG Entertainment,47933
Walt Disney Feature Animation,11544
Les Films Alain Sarde,1018
Imagenation Abu Dhabi FZ,39538
Paramount,80321
Silver Pictures,20504
Electric City Entertainment,302946
Blue Wolf Productions,788
Northern Lights Entertainment,2300
Smoking Gun Productions,242224
20th Century Fox,1572
The Mark Gordon Company,1637
DreamWorks Pictures,7446
Walt Disney Pictures,13053
Haut et Court,254320
Relativity Media,38365
ImageMovers,87502
Bookshop Productions,509
Hobby Films,345
Columbia Pictures,333484
Columbia Pictures,38575
Jerry Bruckheimer Films,57201
Virtual Films,31011
Universal Pictures,1597
Working Title Films,306819
21 Laps Entertainment,181533
Columbia Pictures,299687
Relativity Media,1250
New Line Cinema,302699
Amen Ra Films,36647
Amen Ra Films,36647
Columbia Pictures,22794
Scott Rudin Productions,83666
DreamWorks Pictures,346685
Sommers Company,7131
A Band Apart,755
Paramount,76493
K Period Media,334541
Universal Pictures,1927
Columbia Pictures,228967
Overbrook Entertainment,8488
Cheyenne Enterprises,1571
Captivate Entertainment,324668
Village Roadshow Pictures,2034
Grive Productions,260346
Sony Pictures Animation,159824
Hypnotic,8247
Relativity Media,49040
Weed Road Pictures,274857
DreamWorks Animation,140300
Act III Productions,235
Warner Bros. Pictures,3049
Walt Disney Feature Animation,10530
Relativity Media,39513
Imagine Entertainment,388
Michael White Productions,762
Silver Pictures,1573
TriStar Pictures,861
Syalis DA,524
Liberty Films,17431
Hasbro,72559
Revolution Studios,855
First Light,12162
Escape Artists,307081
Scott Rudin Productions,1584
Imagine Entertainment,1624
Blinding Edge Pictures,2675
Hasbro,44833
Strike Entertainment,97020
Likely Story,345920
Working Title Films,9654
Columbia Pictures,27576
Warner Bros. Animation,10386
Warner Bros. Pictures,157353
Spyglass Entertainment,37710
Josephson Entertainment,4523
Gold Circle Films,254470
Castelao Productions,4553
New Line Cinema,9532
Parkes/MacDonald Productions,1538
Walt Disney Animation Studios,10198
Icon Productions,1579
Green Hat Films,41733
Columbia Pictures,17578
Warner Bros. Pictures,75
Blumhouse Productions,82507
Universal Pictures,568
Falcon International Productions,948
StudioCanal,225574
Dayday Films,400928
Warner Bros. Pictures,1635
Working Title Films,82695
Fox Family Films,9444
Imagine Entertainment,4982
TriStar Pictures,879
Columbia Pictures,8961
Universal Pictures,316727
Appian Way,2567
Escape Artists,13811
EuropaCorp,4108
Davis Entertainment,76726
Scott Rudin Productions,44264
Dark Castle Entertainment,21208
Temple Hill Entertainment,286565
Embassy International Pictures,311
Sunswept Entertainment,76285
IFC Productions,85350
Paramount,754
Indian Paintbrush,10315
Twisted Pictures,215
Ombra Films,332567
Summit Entertainment,107846
Dark Horse Entertainment,11253
Warner Bros. Pictures,414
Animal Logic,9836
Universal Pictures,311324
Thunder Road,395834
New Regency Pictures,9480
Scott Rudin Productions,11774
Solana Films,23827
Regency Enterprises,9509
DNA Films,49049
Imagine Entertainment,353491
Legendary Pictures,81005
Legendary Pictures,201085
Scott Rudin Productions,60308
Blueprint Pictures,8321
Jerry Bruckheimer Films,27022
Evil Twins,22803
Little Bird,634
Dimension Films,5876
Osiris Films,6114
PolyGram Filmed Entertainment,415
GK Films,23168
Smart Egg Pictures,377
Walt Disney Feature Animation,10545
Nu Image,138103
City Light Films,297
Warner Bros. Animation,324849
Warner Bros. Animation,324849
Columbia Pictures,1581
Walt Disney Pictures,9880
Working Title Films,253412
Liveplanet,2770
Electric City Entertainment,97367
Michael London Productions,1491
Hofflund/Polone,4547
DreamWorks Animation,5559
Green Hat Films,308266
Aardman,7443
Huahua Media,343611
Walden Media,88751
FilmNation Entertainment,310307
Warner Bros. Pictures,2118
Everyman Pictures,693
Columbia Pictures,117251
Gramercy Pictures,267860
Mosaic Media Group,52449
di Bonaventura Pictures,7485
Lennox House Films,23629
Big Bug Pictures,563
The Montecito Picture Company,41630
New Line Cinema,2109
Blinding Edge Pictures,298312
Walden Media,1265
Jerry Bruckheimer Films,7551
Artisan Entertainment,2667
First Street Films,10947
Walt Disney Feature Animation,10865
Feature Film Project,431
Universal Pictures,9740
Spyglass Entertainment,14869
Relativity Media,8065
Blumhouse Productions,376570
Dune Entertainment III,14306
Dune Entertainment,34544
Summit Entertainment,320
Relativity Media,4944
Unique Features,123553
Universal Pictures,8839
Entertainment Manufacturing Company,1830
Imagine Entertainment,20662
New Line Cinema,2268
Chernin Entertainment,147441
GK Films,369885
Gold/Miller Productions,4248
DreamWorks Pictures,7980
DreamWorks Pictures,9023
Universal Pictures,1878
Hollywood Pictures,9802
Asis Productions,227156
FilmDistrict,109428
Participant,296524
CBS Films,272693
20th Century Fox Animation,9928
Screen Gems,133805
Image Nation,339988
Saban Brands,305470
MRC,38050
VIP Medienfonds 4,1427
Mimran Schur Pictures,59440
Buttercup Films Ltd.,2493
American Empirical Pictures,9428
20th Century Fox Animation,278154
Point Grey Pictures,325133
Warner Bros. Pictures,941
Annapurna Pictures,97630
Dimension Films,7299
Orion Pictures,2907
Tree Line Films,37834
Paramount,7518
Pacific Data Images,8916
Regency Enterprises,6477
Forward Pass,11322
Lionsgate,291870
Film 44,338766
De Line Pictures,134374
Relativity Media,1735
Fox 2000 Pictures,203833
Relativity Media,55721
Paramount,9398
Cinema 86,792
Vendian Entertainment,302401
Warner Bros. Pictures,9637
Columbia Pictures,10137
New Line Cinema,9522
Marc Platt Productions,224141
Howard W. Koch Productions,813
HitRecord Films,138697
Reliance Entertainment,136797
Mark Johnson Productions,9366
TriStar Pictures,10830
Warner Bros. Pictures,686
Metro-Goldwyn-Mayer,249164
The Weinstein Company,45317
Evolution Entertainment,214
Dimension Films,3021
Spanky Pictures,4133
Python (Monty) Pictures Limited,583
Malpaso Productions,33
Propaganda Films,492
Screen Gems,1577
Spyglass Entertainment,2698
New Line Cinema,72545
Relativity Media,22971
Regency Enterprises,116741
Sony Pictures,109418
Envision Entertainment,193756
Film4 Productions,51828
Legendary Pictures,57165
Crossroads,9659
Toma 78,132232
Scott Rudin Productions,321697
BillBlock Media,376659
Metro-Goldwyn-Mayer,9533
Silent Hill DCP Inc.,588
Figment Films,1562
Malpaso Productions,3580
Jolie Pas,227306
LStar Capital,225886
TSG Entertainment,356305
BenderSpink,227159
Original Film,7451
Legendary Pictures,1452
Tall Trees Productions,4327
Relativity Media,4347
Columbia Pictures,840
The Saul Zaentz Company,279
Majestic Films International,581
Gracie Films,376660
Gary Sanchez Productions,27581
Davis Entertainment,274479
Spring Creek Productions,205775
Spyglass Entertainment,22954
DreamWorks Pictures,8699
Marc Platt Productions,136400
Pacific Data Images,270946
Pyramania,205584
Cruise/Wagner Productions,1903
Lin Pictures,82682
Walt Disney Feature Animation,9016
Touchstone Pictures,134
Screen Gems,72570
Impact Pictures,7737
Riddick Canada Productions,87421
Universal Pictures,8273
Pandora Pictures,10229
Blinding Edge Pictures,6947
Warner Bros. Pictures,9273
Lakeshore Entertainment,52520
BBC Film,116
BK,1495
Ocean Films,391
Nick Wechsler Productions,72710
Jerry Bruckheimer Films,1701
Summit Entertainment,146216
Dimension Films,4256
Big Kid Pictures,205587
Marv Films,2270
Det Danske Filminstitut,103663
FilmEngine,186
20th Century Fox,34851
One Race,2789
Filmhaus Films,76
Lakeshore Entertainment,834
International Production Company,8698
Dark Horse Entertainment,49524
TSG Entertainment,136795
Amblin Entertainment,9342
20th Century Fox,228161
Metro-Goldwyn-Mayer,770
Roger Birnbaum Productions,5175
Dimension Films,4233
Nickelodeon Movies,10196
20th Century Fox,36955
Universal Pictures,4964
Constantin Film,71679
Zide-Perry Productions,9358
The Zanuck Company,869
Amblin Entertainment,9297
Eddie Murphy Productions,90
DreamWorks Pictures,9837
Guy Walks into a Bar Productions,10719
Rabbit Bandini Productions,122081
Walt Disney Feature Animation,9982
Metro-Goldwyn-Mayer,8835
Icon Productions,3981
New Line Cinema,345911
Strike Entertainment,924
BFI,86838
Universal Pictures,277216
StudioCanal,48138
Itaca Films,417678
Everyman Pictures,7453
Castle Rock Entertainment,1493
New Line Cinema,36648
Mike Zoss Productions,270487
Exclusive Media,198277
BBC Film,71
Scott Free Productions,75174
Vertigo Entertainment,321258
Rollins-Joffe Productions,703
Lionsgate,7555
Constantin Film,938
Mutual Film Company,2024
Metro-Goldwyn-Mayer,9313
Miramax,9495
Stuber Productions,64686
BBC Film,4148
Salty Pictures,13649
Miramax,189
Marvel Entertainment,71676
Cross Creek Pictures,276907
Constantin Film,35791
Space Rocket Nation,301365
Kerner Entertainment Company,41513
Amblin Entertainment,72976
Scholastic Entertainment,257445
Zide-Perry Productions,9286
Estudios Churubusco Azteca,1369
Celador Films,9392
Revolution Studios,12153
Columbia Pictures,2832
20th Century Fox,2123
Touchstone Pictures,9762
Mandate Pictures,40807
Jerry Bruckheimer Films,9798
Aardman,11619
Gunn Films,10330
DreamWorks Pictures,10501
Universal Pictures,10483
BenderSpink,296099
Apatow Productions,10189
Film Export A.G.,1924
Film Export A.G.,1924
2929 Productions,20766
ORF,613
Zadan / Meron Productions,7350
Gravier Productions,5038
Number 9 Films,258480
Long Road Productions,829
3 Arts Entertainment,3558
Dune Entertainment,19994
Paramount,1164
Screen Gems,346672
Lakeshore Entertainment,1948
Langley Park Production,77877
EMI Films,11778
Moving Picture Company,1272
United Artists,3082
Zucker/Netter Productions,1817
The Ladd Company,4771
Bad Hat Harry Productions,2253
Warner Bros. Pictures,10184
Rovio Entertainment,153518
Focus Features,313297
FilmColony,866
StudioCanal,116149
Summit Entertainment,274854
Lionsgate,663
20th Century Fox,193610
Davis Entertainment,9804
Top Rope,12163
Grand Slam Productions,1586
Touchstone Pictures,2277
Paramount,22947
Columbia Pictures,152760
Wiedemann & Berg Film,582
Mad Chance,11665
20th Century Fox,4147
Raw Nerve,1690
20th Century Fox,136799
Borden & Rosenbush Entertainment,11887
Relativity Media,20943
The Weinstein Company,41446
Gracie Films,2280
Silverwood Films,87093
Relativity Media,59961
Mandalay Pictures,853
Alliance Films,65086
Eon Productions,646
Relativity Media,12244
Relativity Media,12244
Relativity Media,12244
Relativity Media,12244
Relativity Media,12244
Relativity Media,12244
Relativity Media,12244
Relativity Media,12244
Relativity Media,12244
Relativity Media,12244
Relativity Media,12244
Relativity Media,12244
Relativity Media,12244
Relativity Media,12244
Relativity Media,12244
Relativity Media,12244
Tadmor,347031
Danjaq,658
Cold Spring Pictures,8271
Spyglass Entertainment,8645
Jon Shestack Productions,397837
Paramount,308531
Tree Line Films,5176
Baltimore Pictures,819
The Magnolia Project,334
Paramount,1213
Scott Free Productions,44048
Perdido Productions,160588
Happy Madison Productions,232672
3 Arts Entertainment,300671
Millennium Media,204082
Memfis Film,62215
Barry Mendel Productions,16320
20th Century Fox Animation,172385
JVC,1089
Metro-Goldwyn-Mayer,36669
HopeTown Entertainment,35690
Blackfriars Bridge Films,1640
Relativity Media,7445
Regency Enterprises,10591
Relativity Media,44943
Columbia Pictures,9481
Columbia Pictures,1246
Bazelevs Entertainment,277685
Overbrook Entertainment,59962
Dimension Films,10054
Amblin Entertainment,57212
Dimension Films,4234
Paramount,1955
Aggregate Films,109431
Double Feature Films,295964
Amblin Entertainment,267935
Earth Canada Productions,10200
Apatow Productions,9870
UK Film Council,97370
Perfect World Pictures,353616
Neunte Babelsberg Film,50456
Walt Disney Pictures,140823
Participant,258230
Infinitum Nihil,261023
Legendary Pictures,256274
Mandate Pictures,11917
EuropaCorp,13387
New Line Cinema,55779
Tim Burton Productions,72331
Centropolis Entertainment,2164
Di Novi Pictures,314
Amblin Entertainment,1598
Sonnenfeld Josephson Worldwide Entertainment,8487
Capella International,816
ME2 Productions,278924
Castle Rock Entertainment,80
Paramount,9291
Medienfonds GFP,7735
Miramax,392
TriStar Pictures,76649
20th Century Fox,77950
Troublemaker Studios,23631
Eric's Boy,817
Davis Entertainment,2486
Verisimilitude,244267
La Petite Reine,74643
Paramount,39451
Relativity Media,62764
WR Universal Group,1966
Daybreak Productions,1620
Walt Disney Pictures,11130
Gaylord Films,11247
BBC Film,2252
Blue-Tongue Films,328425
Reliance Big Entertainment,40805
415 Project,4257
ImageMovers,285783
Argyle Enterprises,15121
Bungalow 78 Productions,10312
New Line Cinema,3594
Random Films,49730
Incentive Filmed Entertainment,46705
Newmarket Capital Group,796
New Line Cinema,19912
TriStar Pictures,9390
CBS Films,27582
Warner Bros. Pictures,8367
EFO Films,77016
Mace Neufeld Productions,1669
Lionsgate,50348
Temple Hill Entertainment,228205
Universal Pictures,9362
Item 7,167073
Universal Pictures,100042
Touchstone Pictures,19959
Spyglass Entertainment,6557
See-Saw Films,76025
Universal Pictures,664
BenderSpink,59
Lionsgate Premiere,263472
Roger Birnbaum Productions,5174
Indigo Film,179144
Lawrence Gordon Productions,169
Sony Pictures Animation,109451
NALA Films,96936
New Line Cinema,32856
Muse Productions,1443
Endgame Entertainment,109421
Alphaville Films,9334
Alphaville Films,9334
Gruskoff/Venture Films,3034
Killer Films,284293
Carolco Pictures,1370
Lawrence Gordon Productions,4995
Y Productions,470
Constantin Film,173897
Revolution Studios,9506
New Line Cinema,818
Regency Enterprises,10521
Fox Searchlight Pictures,8967
Mosaic Media Group,12133
Spyglass Entertainment,10022
Samuel Goldwyn Films,8619
Davis Entertainment,3050
Benaroya Pictures,82633
Sony Pictures Animation,378236
Dino De Laurentiis Company,766
Miramax,1934
Cappa Defina Productions,68730
Twisted Pictures,22804
Sierra/Affinity,119283
Prime Universe Productions,249070
Tall Trees Productions,9471
Goldcrest,1103
Three Strange Angels,11283
United Artists,714
Filmstiftung Nordrhein-Westfalen,8055
DreamWorks Pictures,1904
Extension 765,77930
20th Century Fox,9361
Renaissance Pictures,765
Dark Castle Entertainment,10066
De Line Pictures,12113
TriStar Pictures,303858
Zanuck/Brown Productions,8656
Gotham Group,59965
Grive Productions,112205
Nordisk Film Denmark,15472
WWE Studios,158011
SBS Productions,72113
Image Entertainment,59108
Applehead Pictures,37056
Touchwood Pacific Partners 1,10439
The Weinstein Company,68722
Craven-Maddalena Films,9792
Orly Films,622
American Zoetrope,8922
Revolution Studios,1738
Intrepid Pictures,157547
Belle Pictures,109491
21 Laps Entertainment,157386
Ghost House Pictures,1970
Phoenix Pictures,8741
Dark Castle Entertainment,13809
Imagine Entertainment,9327
Paramount,2758
20th Century Fox,6978
Alive Films,8337
Sofica EuropaCorp,9992
Bagdasarian Productions,23398
Metro-Goldwyn-Mayer,609
