company_name,movie_id
Goatworks Films,70805
Baltimore Spring Creek Productions,29122
Bonnie Raskin Productions,113885
Pan Nalin Pictures,73981
Producciones Cinematográficas Orfeo,39535
Red Plush Films,157909
Jackpot Film Productions,196859
Arts Council of England,125123
Asylum Films,124606
Off Hollywood Pictures,20406
Chrysalis Films,89861
Columbia Pictures,150338
Mojo Musique,324322
Production Media Group,226188
Alive Films,170399
Warner Bros. Pictures,27205
Lynda Obst Productions,157336
Syncopy,155
Syncopy,155
20th Century Fox,19995
Genre Films,293660
Genre Films,293660
Taurus Film,550
Jersey Films,680
Wendy Finerman Productions,13
Silver Pictures,603
Lightstorm Entertainment,597
The Saul Zaentz Company,120
The Saul Zaentz Company,122
Appian Way,11324
Appian Way,106646
DC Entertainment,49026
DC Entertainment,49026
RatPac Entertainment,76341
A Band Apart,16869
1492 Pictures,672
The Saul Zaentz Company,121
Warner Bros. Pictures,297761
Heyday Films,673
Syncopy,272
Syncopy,272
Cecchi Gori Pictures,807
Patalex IV Productions Limited,674
DC Films,297762
DC Films,297762
DC Films,297762
Genre Films,263115
Genre Films,263115
MJW Films,245891
Columbia Pictures,557
Pacific Standard,210577
New Line Cinema,49051
Appian Way,281957
Atlas Entertainment,209112
Red Wagon Entertainment,98
Reliance Entertainment,329865
Columbia Pictures,1930
Blumhouse Productions,381288
Producers Circle,694
QC Entertainment,419430
The Weinstein Company,205596
Warner Bros. Pictures,497
Dayday Films,198663
Warner Bros. Pictures,18785
DreamWorks Animation,808
Cloudy Productions,207703
Gilbert Films,313369
RatPac Entertainment,374720
Ciné+,240832
SOIXAN7E QUIN5E,75656
Newmarket Films,1124
Mutual Film Company,857
Danjaq,37724
Heyday Films,49047
Simon Kinberg Productions,127585
Hemisphere Media Capital,72190
Peters Entertainment,49521
Peters Entertainment,49521
Peters Entertainment,49521
Columbia Pictures,558
Plan B Entertainment,118
Right of Way Films,244786
Initial Entertainment Group,1422
Studio Babelsberg,120467
Team Todd,77
This Is That Productions,38
Protozoa Pictures,44214
Anarchos Productions,752
Stage 6 Films,152601
New Line Cinema,122917
FilmColony,273248
Silver Pictures,10528
Team Todd,12155
Moving Picture Company,1865
Columbia Pictures,559
Parkes+MacDonald Image Nation,607
VIZ Media,137113
Hollywood Gang Productions,1271
Warner Bros. Pictures,78
Cross Creek Pictures,324786
Maverick Films,8966
Village Roadshow Pictures,274870
Ingenious Media,87827
IAC Films,264660
Matt Tolmach Productions,102382
Blue Sky Studios,425
Atlas Entertainment,141052
New Line Cinema,57158
Genre Films,246655
New Regency Pictures,194662
22 & Indiana Pictures,190859
20th Century Fox,49538
The Kennedy/Marshall Company,4922
Hemdale Film,218
Pacific Western,280
Marc Platt Productions,64690
Studio Babelsberg,131634
Adam Fields Productions,141
Fuzzy Door Productions,72105
Bazmark Films,64682
Hurwitz Creative,277834
Relativity Media,19908
Metro-Goldwyn-Mayer,296096
Frenesy Film,398818
DreamWorks Animation,809
Farewell Productions,14161
Brandywine Productions,70981
Scott Rudin Productions,37799
Infinitum Nihil,166426
Be Gentlemen Limited Partnership,489
Trigger Street Productions,216015
Major Studio Partners,350
Columbia Pictures,103
LStar Capital,228150
Plan B Entertainment,23483
Canlaws Productions,2048
Mike Zoss Productions,6977
Chernin Entertainment,61791
Hollywood Pictures,745
8:38 Productions,146233
The Turman-Morrissey Company,73
The Safran Company,138843
Temple Hill Entertainment,222935
Gran Via Productions,11036
River Road Entertainment,76203
20th Century Fox,8358
20th Century Fox,36657
Tom DeSanto/Don Murphy Production,1858
M6 Films,8681
Working Title Films,115
Ingenious Media,119450
A Steven Haft Production,207
20th Century Fox,562
K/O Paper Products,291805
NPV Entertainment,604
DreamWorks Animation,953
Monolith Pictures (III),75612
Universal Pictures,310
Gerber Pictures,13223
Universal Pictures,168259
Columbia Pictures,36557
Many Rivers Productions,51876
Eon Productions,206647
Teitler Film,8844
Lionsgate,1359
20th Century Fox,2080
20th Century Fox,2080
Warner Bros. Pictures,45243
Silver Pictures,58574
Universal Pictures,337339
Amblin Entertainment,41154
TSG Entertainment,294254
Warner Bros. Pictures,600
Original Film,64688
Endgame Entertainment,59967
Warner Bros. Pictures,1949
20th Century Fox,1593
DreamWorks Pictures,453
Nimar Studios,652
Dune Entertainment III,19913
B.H. Finance C.V.,197
Bad Robot,13475
Original Film,9799
Protozoa Pictures,641
Columbia Pictures,1402
Silver Pictures,605
20th Century Fox,950
Into the Wild,5915
Film4 Productions,627
Chernin Entertainment,381284
Relativity Media,8960
Vertigo Entertainment,82702
Stillking Films,110415
Epsilon Motion Pictures,70
Marvel Enterprises,9738
20th Century Fox,679
WingNut Films,17654
Element Pictures,264644
Kalima Productions,2501
Maverick Films,18239
Blinding Edge Pictures,9741
Skydance,54138
Maple Cage Productions,47971
Legendary Pictures,13183
Heritage Films,423
Saw Productions Inc.,176
Regency Enterprises,318846
Paramount,810
Screen Gems,107
Imprint Entertainment,24021
MRC,68724
Patalex Productions,3933
Village Roadshow Pictures,156022
Black Rhino Productions,620
Flynn Picture Company,254128
Chernin Entertainment,281338
Blue Tulip Productions,180
CE,152532
di Bonaventura Pictures,8373
M.G. Films,10625
Platinum Dunes,158015
Lionsgate,273481
20th Century Fox,126889
Universal Pictures,122906
Rocklin / Faust,314365
Working Title Films,747
Arturo González Producciones Cinematográficas,429
Smoke House Pictures,68734
Digital Image Associates,330
Tom DeSanto/Don Murphy Production,38356
Cruise/Wagner Productions,74
Summit Entertainment,45612
20th Century Fox,8355
Moving Picture Company,278927
One Race,51497
Shanghai Film Group,315837
Ian Bryce Productions,91314
Angry Films,39254
Flynn Picture Company,339846
Miramax,187
Touchstone Pictures,50014
MRC,187017
Fuji Television Network,335797
LStar Capital,198184
Centropolis Entertainment,435
StudioCanal,4348
20th Century Fox,1979
Zaftig Films,256591
Valhalla Motion Pictures,95
Columbia Pictures,10764
Walt Disney Feature Animation,10144
Big Primate Pictures,254
Lawrence Gordon Productions,106
Michael De Luca Productions,341174
DreamWorks Pictures,594
LEGO,137106
Bloom,290250
Millennium Media,27578
Artina Films,340666
PolyGram Filmed Entertainment,268
Ludlum Entertainment,2503
Newmarket Capital Group,2105
Down Productions,116745
1492 Pictures,257344
20th Century Fox,57800
Everest Entertainment,44115
Bedford Falls Productions,1372
Grive Productions,339964
Hypnotic,2502
Dune Entertainment,32657
Pandemonium,14836
Chartoff-Winkler Productions,312221
Chartoff-Winkler Productions,312221
StudioCanal,4638
Fuzzy Door Productions,214756
BenderSpink,1954
Mediapro,59436
Columbia Pictures,168672
Sony Pictures,395992
Warner Bros. Pictures,44912
Original Film,584
Point Grey Pictures,223702
GK Films,44826
Fine Arts Films,621
GK Films,62213
Mandate International,7326
TFC,153
Wild Bunch,598
Jinks/Cohen Company,587
Flower Films,1824
Relativity Media,13804
LUNI Productions GmbH and Company KG,8871
Flashlight Films,363676
Beagle Pug Films,150689
X Filme Creative Pool,83542
PASTEL,376867
Imagine Entertainment,96721
A113,158852
Point Grey Pictures,195589
Spyglass Entertainment,8909
Keep Your Head Productions,328387
Heyday Films,14574
The Donners' Company,561
Columbia Pictures,9339
Big Beach,773
Hit & Run Productions,9693
H2L Media Group,75780
Scott Rudin Productions,65754
Alberta Film Entertainment,142
Scott Rudin Productions,109424
Studio Babelsberg,296098
Dune Entertainment,18360
RT Features,310131
Dark Horse Entertainment,1487
Platinum Dunes,98566
Paramount,10527
Relativity Media,11321
Dune Entertainment,76757
Skylark Productions,13448
Wayans Bros. Entertainment,4247
Atlas Entertainment,68735
Heyday Films,10201
Gary Sanchez Productions,60304
Alliance Films,49018
Radar Pictures,616
Pacific Data Images,38055
Lionsgate,76163
Walt Disney Feature Animation,37135
Province of BC,1091
Bad Robot,188927
Relativity Media,9615
Nu Image,117263
Universal Pictures,114150
Blinding Edge Pictures,82700
M6 Films,82675
Screen Australia,334543
Paramount,37686
American Zoetrope,2668
20th Century Fox,46195
Mandeville Films,18240
Miramax,4232
C-2 Pictures,296
Lionsgate,293863
Alberto Grimaldi Productions,3131
SKA Films,100
Atmosphere Entertainment MM,53182
Dune Entertainment,47964
Universal Pictures,508
Blumhouse Productions,238636
NPV Entertainment,322
Roth Films,241259
Internationale Filmproduktion Richter,11631
Wonderland Sound and Vision,534
Ghoulardi Film Company,7345
GK Films,44896
Beagle Pug Films,258489
Stillking Films,2454
Sogecine,1933
Animal Kingdom,270303
Canal+ España,80278
Thunder Road,18823
87Eleven,341013
Saturn Films,2059
Regency Enterprises,86834
Lawrence Bender Productions,184
New Legacy Film,1576
dentsu,59859
Lionsgate,82654
The Safran Company,250546
The Safran Company,250546
Ian Bryce Productions,335988
DreamWorks Pictures,565
Lawrence Gordon Productions,1995
Laurinfilm,277
ImageMovers,5255
Michael De Luca Productions,49017
Elcajo Productions,1368
Centropolis Entertainment,47933
Babbo Inc.,1018
Double Feature Films,39538
Pacific Data Images,80321
RatPac Entertainment,302946
Courtside Seats Productions,2300
Causeway Films,242224
Red Hour,7446
Eurimages,254320
Sony Pictures,38365
Parkes-MacDonald Productions,87502
PolyGram Filmed Entertainment,509
Warner Bros. Pictures,345
Village Roadshow Pictures,333484
China Film Group,38575
Blind Wink Productions,57201
Wild Bunch,31011
Nancy Tenenbaum Films,1597
Artémis Productions,306819
1492 Pictures,181533
GK Films,299687
Michael De Luca Productions,1250
Universal Pictures,302699
Imaginary Forces,36647
Imaginary Forces,36647
Indian Paintbrush,83666
Marc Platt Productions,346685
The,7131
Dimension Films,755
B Story,334541
Good Machine,1927
Sony Pictures,8488
Wintergreen Productions,1571
Pearl Street Films,324668
NPV Entertainment,2034
M6,260346
New Regency Pictures,8247
Captivate Entertainment,49040
Wigram Productions,274857
China Film Group Corporation,140300
Working Title Films,39513
Universal Pictures,388
National Film Trustee Company,762
20th Century Fox,1573
Ronald Shusett/Gary Goldman,861
De Fina-Cappa,524
Xingu Films,17431
di Bonaventura Pictures,72559
Scott Free Productions,855
Kingsgate Films,12162
Riche-Ludwig Productions,307081
NEW Century,1584
The Kennedy/Marshall Company,2675
Bluegrass Films,44833
Metro-Goldwyn-Mayer,97020
Anonymous Content,345920
Paramount,9654
Relativity Media,27576
Alcon Entertainment,157353
Peninsula Films,37710
Andalasia Productions,4523
Universal Pictures,254470
Canal+ España,4553
Zide-Perry Productions,9532
Edge City,1538
Touchstone Pictures,1579
Warner Bros. Pictures,41733
WingNut Films,17578
Alliance Films,82507
TF1 International,568
Silver Pictures,225574
FilmNation Entertainment,400928
Parkes-MacDonald Productions,1635
Cameron Mackintosh Ltd.,82695
The Big Gun Project,9444
Universal Pictures,4982
Blumhouse Productions,316727
Forward Pass,2567
Mystery Clock Cinema,13811
Current Entertainment,4108
Adam Schroeder Productions,76726
Mike Zoss Productions,44264
StudioCanal,21208
Rafran Cinematografica,311
1492 Pictures,76285
Permut Presentations,754
American Empirical Pictures,10315
Evolution Entertainment,215
Weimaraner Republic Pictures,332567
Atmosphere Entertainment MM,107846
Internationale Filmproduktion Eagle,11253
PolyGram Filmed Entertainment,414
Atlas Entertainment,311324
Film 44,395834
Epsilon Motion Pictures,9480
Nickelodeon Movies,11774
New Regency Pictures,9509
Reliance Big Entertainment,49049
Weed Road Pictures,353491
Original Film,81005
Universal Pictures,201085
Michael De Luca Productions,60308
Focus Features,8321
Saturn Films,27022
Warp Films,22803
Miramax,634
The Weinstein Company,5876
Columbia Pictures,6114
Warner Bros. Pictures,415
Thunder Road,23168
Media Home Entertainment,377
Ex3 Productions,138103
Animal Logic,324849
Animal Logic,324849
Universal Pictures,1581
BrownHouse Productions,9880
Walden Media,253412
Zide-Perry Productions,2770
Verisimilitude,97367
Koppelman-Levien,1491
Indelible Pictures,4547
Paramount,5559
Joint Effort,308266
Pathé,7443
Shanghai Film Group,343611
Faliro House Productions,310307
The Wolper Organization,2118
Tribeca Productions,693
Mythology Entertainment,117251
G-BASE,267860
Grosvenor Park Impact Productions,7485
Warner Bros. Pictures,23629
Digital Image Associates,563
Handsomecharlie Films,41630
Caravan Pictures,2109
Hal Lieberman Company,1265
Scott Free Productions,7551
Harold Greenberg Fund,431
Scott Free Productions,9740
di Bonaventura Pictures,14869
Stephen J. Cannell Productions,34544
Alcon Entertainment,320
Working Title Films,4944
Mister Smith Entertainment,123553
Amblin Entertainment,8839
Ascendant Pictures,1830
Relativity Media,20662
Scholastic Productions,2268
Scott Free Productions,147441
ImageMovers,369885
Wayans Bros. Entertainment,4248
Film4 Productions,7980
Fear and Loathing LLC,1878
Tonik Productions,227156
Ghost House Pictures,109428
di Bonaventura Pictures,296524
Vast Entertainment,272693
20th Century Fox,9928
Metro-Goldwyn-Mayer,133805
Likely Story,339988
Saban Films,305470
Gambit Pictures,38050
Nouvelles Éditions de Films (NEF),1427
Solaris Film,59440
Act III Productions,2493
20th Century Fox,278154
Good Universe,325133
First Light,97630
Paramount,2907
Dune Entertainment,37834
DreamWorks Pictures,8916
Bagdasarian Productions,6477
Misher Films,11322
BillBlock Media,291870
OddLot Entertainment,338766
Sommers Company,1735
Sunswept Entertainment,203833
Village Roadshow Pictures,9398
Cinema 84,792
Endgame Entertainment,302401
Global Medien KG,10137
Tapestry Films,9522
Lucamar Productions,224141
Voltage Pictures,138697
Bandito Brothers,136797
Baltimore Pictures,9366
Di Novi Pictures,249164
Relativity Media,45317
Lionsgate,214
The Weinstein Company,3021
Apostle,4133
Single Cell Pictures,492
Constantin Film,1577
Relativity Media,2698
Contrafilm,72545
Temple Hill Entertainment,22971
Wild West Picture Show Productions,116741
Happy Madison Productions,109418
Film 44,193756
Cott Productions,57165
Mad Max Films,9659
De Milo,132232
Legendary Pictures,321697
Robert Simonds Productions,376659
Dino De Laurentiis Company,9533
Davis Films,588
Sociedad General de Cine S.A.,1562
Relativity Media,3580
3 Arts Entertainment,227306
MRC,225886
20th Century Fox,356305
RatPac Entertainment,227159
Revolution Studios,7451
Bad Hat Harry Productions,1452
Flower Films,4327
Working Title Films,4347
EMI Films,840
Allied Filmmakers,581
STX Films,376660
Mosaic Media Group,27581
Annapurna Pictures,274479
Roth Films,205775
Revelations Entertainment,22954
EFO Films,136400
Summit Entertainment,205584
Sogecine,1903
Langley Park Production,82682
Working Title Films,134
Davis Films,7737
Radar Pictures,87421
LivePlanet,8273
Di Novi Pictures,10229
Scott Rudin Productions,6947
Sketch Films,52520
KOH,1495
United Artists,391
Silver Reel,72710
DC Comics,146216
Team Downey,205587
Vaughn Productions,2270
DR,103663
Capitol Films,186
Dune Entertainment,34851
Primal Foe Productions,2789
Detour Filmproduction,76
Angry Films,8698
Original Film,49524
Ingenious Media,136795
Craven-Maddalena Films,4233
Blinding Edge Pictures,10196
Screen Gems,71679
Don Simpson/Jerry Bruckheimer Films,90
Division Films,122081
Atomic Monster,345911
TOHO-TOWA,924
Blueprint Pictures,86838
Legendary Pictures,277216
Dark Castle Entertainment,48138
Metro-Goldwyn-Mayer,417678
Hammer & Tongs,7453
NPV Entertainment,1493
Amen Ra Films,36648
Working Title Films,270487
Sycamore Pictures,198277
Tiger Aspect,71
1984 Private Defense Contractors,75174
STX Films,321258
EFO Films,7555
Arturo González Producciones Cinematográficas,938
Global Medien KG,2024
Crowvision Inc.,9495
Moving Picture Company,64686
Neal Street Productions,4148
Troublemaker Studios,189
Crystal Sky Pictures,71676
Anton Capital Entertainment,276907
Davis Films/Impact Pictures,35791
Gaumont,301365
Columbia Pictures,41513
Dune Entertainment,72976
Sony Pictures,257445
Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,9286
Anabasis N.V.,1369
Northmen Productions,9392
Wayans Bros. Entertainment,12153
Summit Entertainment,9762
Point Grey Pictures,40807
Don Simpson/Jerry Bruckheimer Films,9798
Paramount,11619
Walt Disney Pictures,10330
Relativity Media,10483
David Dobkin Productions,296099
Relativity Media,10189
Warner Bros. Pictures,1924
Warner Bros. Pictures,1924
Nick Wechsler Productions,20766
Degeto Film,613
Reiner / Greisman Productions,7350
Mediapro,5038
Film4 Productions,258480
Penthouse,829
Global Medien KG,3558
20th Century Fox,19994
Paramount Vantage,1164
Sketch Films,346672
RadicalMedia,1948
Village Roadshow Pictures,77877
UK Film Council,1272
Achte Babelsberg Film,2253
New Line Cinema,10184
Rovio Animation,153518
Anton Capital Entertainment,116149
Atmosphere Entertainment MM,274854
TSG Entertainment,193610
Universal Pictures,9804
Saturn Films,12163
Columbia Pictures,1586
1492 Pictures,2277
Cold Spring Pictures,22947
Fox 2000 Pictures,152760
ARD,582
Callahan Filmworks,11665
DreamWorks Pictures,4147
Next Entertainment,1690
Outerbanks Entertainment,41446
20th Century Fox,2280
Electric City Entertainment,87093
Bluegrass Films,59961
KC Medien,853
Talisman Productions,65086
Danjaq,646
Arc Productions,12244
Arc Productions,12244
Arc Productions,12244
Arc Productions,12244
Arc Productions,12244
Arc Productions,12244
Arc Productions,12244
Arc Productions,12244
Arc Productions,12244
Arc Productions,12244
Arc Productions,12244
Arc Productions,12244
Arc Productions,12244
Arc Productions,12244
Arc Productions,12244
Arc Productions,12244
Astrakan Films AB,347031
United Artists,658
DreamWorks Pictures,8271
Blinding Edge Pictures,8645
Awesomeness Films,397837
Nickelodeon Movies,308531
Relativity Media,5176
Warner Bros. Pictures,819
New Line Cinema,334
Miramax,1213
Firm Films,44048
RatPac Entertainment,232672
Bay Films,300671
Universal Pictures,204082
Zentropa International Sweden,62215
20th Century Fox,172385
Danjaq,36669
Yari Film Group,1640
Sighvatsson Films,7445
New Regency Pictures,10591
Original Film,44943
Revolution Studios,1246
Robert Simonds Productions,59962
Miramax,10054
Reliance Entertainment,57212
Konrad Pictures,4234
DumbDumb,109431
The Weinstein Company,295964
Reliance Entertainment,267935
Hammerhead Productions,10200
FilmNation Entertainment,97370
Universal Pictures,353616
Holleran Company,50456
Ruby Films,140823
Apaches Entertainment,258230
Head Gear Films,261023
Universal Pictures,256274
TF1 Films Production,13387
Practical Pictures,55779
Abraham Productions,72331
Canal+,2164
Frantic Films,314
Cappa Productions,1598
Todman,8487
Eric's Boy,816
Millennium Media,278924
Detour Filmproduction,80
MTV Films,9291
B.A. Produktion,7735
David Brown Productions,392
FilmDistrict,76649
Dune Entertainment,2486
WeWork Studios,244267
Studio 37,74643
Relativity Media,39451
Yucaipa Films,62764
France 3 Cinéma,1966
Dune Entertainment,1620
Clifford Werber Productions,11247
Astral Media,2252
Ahimsa Films,328425
Sony Pictures,40805
Brad Grey Pictures,4257
Sony Pictures,285783
20th Century Fox,15121
Blue Wolf,10312
Contrafilm,3594
Warner Bros. Pictures,49730
Silverwood Films,46705
Original Film,796
Practical Pictures,19912
Vinyl Films,9390
Millennium Media,27582
Exclusive Media,77016
Nina Saxon Film Design,1669
Lakeshore Entertainment,50348
Wilson-Maddock Production,9362
Parallel Films,167073
Conundrum Entertainment,100042
Mandeville Films,19959
Dune Entertainment III,6557
Lipsync Productions,76025
Amblin Entertainment,664
UFA,263472
Arthur Sarkissian Productions,5174
Babe Films,179144
Silver Pictures,169
StudioCanal,96936
Rice Films,32856
Kalima Productions,9334
Kalima Productions,9334
Jouer Limited,3034
Big Indie Pictures,284293
Ghoulardi Film Company,4995
Mediana Productions Filmgesellschaft,470
Impact Pictures,173897
Happy Madison Productions,9506
Team Todd,818
New Regency Pictures,10521
River Road Entertainment,8967
Gary Sanchez Productions,12133
20th Century Fox,8619
Joseph M. Singer Entertainment,3050
Yucaipa Films,82633
Beaver House Studios (KR),378236
Introvision International,766
Bedford Falls Productions,1934
CatchPlay,68730
Mandate Pictures,22804
Alexander/Mitchell Productions,119283
Giant Pictures,249070
Flower Films,9471
International Film Investors,1103
Nanny McPhee Productions,11283
Danjaq,714
Mirage Enterprises,8055
Spyglass Entertainment,1904
AMLF,9361
Dino De Laurentiis Company,765
Warner Bros. Pictures,10066
Warner Bros. Pictures,12113
LStar Capital,303858
Manhattan Project,8656
Tailor Made,59965
EuropaCorp,112205
ZDF,15472
Troika Pictures,158011
SPI Film Studio,72113
Relativity Media,59108
Ghoulardi Film Company,68722
Major Studio Partners,9792
Bac Films,622
Cinerenta Medienbeteiligungs KG,8922
Saturn Films,1738
Blumhouse Productions,157547
3 Arts Entertainment,109491
Andrew Lauren Productions,157386
Fellah Pictures,1970
Geisler-Roberdeau,8741
Toff Guy Films,13809
Orion Pictures,2758
Larry Franco Productions,8337
Avalanche Productions,9992
Regency Enterprises,23398
Sandrew Metronome Sverige,13310
Beacon Pictures,9772
Warner Bros. Pictures,619
Paramount,137094
Serendipity Productions,41439
Night Chronicles,44040
Fidélité Films,43539
Happy Madison Productions,10202
20th Century Fox,35056
Free State Pictures,169917
Energy Entertainment,241554
Sierra/Affinity,314095
St. Petersburg Clearwater Film Commision,943
DreamWorks Pictures,13027
Konrad Pictures,69
Tollin/Robbins Productions,7214
Lions Gate Films,205
Scott Rudin Productions,421
ImageMovers,2310
RatPac Entertainment,266647
The Bridge Finance Company,261392
Canal+,309809
20th Century Fox,2756
Paramount,4488
Applecross,978
Dark Trick Films,26388
UK Film Council,71859
Valhalla Motion Pictures,7220
Dragon Root Securities,403119
De Line Pictures,353070
Brace Cove Productions,103731
Davis Films,8054
Lol Productions,80271
Ad Hominem Enterprises,65057
Original Film,49520
Summit Entertainment,4442
FilmNation Entertainment,339397
Screen Gems,8643
20th Century Fox,116711
Warner Bros. Pictures,3175
New Regency Pictures,1381
20th Century Fox,10999
Southpaw Entertainment,5123
Columbia Pictures,3597
Infinitum Nihil,210860
Golar Productions,8413
Focus Features,225565
Platinum Dunes,242512
Ghost House Pictures,4513
Wild West Picture Show Productions,9767
Vertigo Entertainment,2044
Vinyl Films,74465
Anton Capital Entertainment,86829
Touchstone Pictures,9477
Impact Pictures,52451
Pricel,1887
DreamWorks Pictures,786
Paramount,9473
MACRO,393457
August Entertainment,319
Film4 Productions,712
Fuji Television Network,271718
Jonathan Krane Group,9705
Chatrone,228326
Newmarket Capital Group,9902
Technical Black,10637
Next Entertainment,9373
Closest to the Hole Productions,388399
Predawn Productions,8874
Robert Simonds Productions,9614
MTV Films,227719
Flashpoint Entertainment,55787
CinéCinéma,49517
Warner Bros. Pictures,944
The Cantillon Company,321741
Hollywood Gang Productions,37958
Storyline Entertainment,1574
Macari/Edelstein,14564
Lege Artis,306947
Grive Productions,62835
Barry Mendel Productions,612
Moving Picture Company,68737
Zadan / Meron Productions,2976
Amblin Entertainment,12144
Highlander Productions Limited,8009
Apatow Productions,109443
Brothers Dowdle Productions,192141
20th Century Fox,316023
Onyx Films,58244
micro_scope,46738
Pangaea,4476
Avery Pix,6466
Avery Pix,6466
STX Films,365942
Warner Bros. Pictures,171274
Global Medien KG,9383
Chris Lee Productions,9257
Tornasol Films,25376
Five Star Institute,115782
Touchstone Pictures,8584
Pacific Standard,228970
Relativity Media,14560
Str8jacket Creations,18533
Lionsgate,1832
Mostow/Lieberman Productions,10204
Allspark Pictures,335796
Hirsch,8265
Plan B Entertainment,38167
Middle Fork Productions,9360
Wintergreen Productions,88794
Cross Creek Pictures,10316
Bold Films,77987
Metro-Goldwyn-Mayer,23048
Solana Films,41436
Mandate International,23047
Film Futures,9003
Pressman Film,9387
Apatow Productions,416477
Lawrence Bender Productions,72387
New Regency Pictures,9947
Franklin/Waterman Productions,10996
Groucho III Film Partnership,8914
StudioCanal,8390
France 2 Cinéma,5528
Imagenation Abu Dhabi FZ,134411
Dune Entertainment III,38745
STX Films,325348
X Filme Creative Pool,338
Misher Films,43923
Wild Bunch,376866
Bullwinkle Studios,82703
Vertigo Entertainment,10665
The Weinstein Company,10358
B.D.S. Productions Inc.,8374
Contrafilm,63492
Licht/Mueller Film Corporation,9894
Nickelodeon Movies,228165
Anton Capital Entertainment,301351
Dark Castle Entertainment,9645
IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,167
Summit Entertainment,19898
United International Pictures,9007
Faliro House Productions,132344
Warner Bros. Pictures,332210
Zazen Produções,7347
Don Simpson/Jerry Bruckheimer Films,96
Virgin Produced,87818
Baumgarten Management and Productions (BMP),8456
Focus Features,96724
Village Roadshow Pictures,41216
Pioneer,9350
Likely Story,87492
Dune Entertainment III,6972
Gunn Films,11459
Ideaman Studios,428449
Weed Road Pictures,9384
Distressed Films,369557
Film4 Productions,42188
Infinity Features Entertainment,13455
International Film Investors,783
DEJ Productions,504
Parkes+MacDonald Image Nation,10320
Relativity Media,168530
Mandate International,1262
TAFT Entertainment Pictures,865
Anonymous Content,28355
Celador Films,273895
Ghoulardi Film Company,8051
Relativity Media,8848
Scott Free Productions,86825
Warner Bros. Pictures,11011
Touchstone Pictures,6038
Cheyenne Enterprises,9567
TOKYOPOP,38321
Warner Bros. Pictures,8536
Columbia Pictures,2022
Aversano Films,37821
Working Title Films,245
Relativity Media,37950
Punch Productions,6950
World 2000 Entertainment,6278
Twisted Pictures,14001
Warner Bros. Pictures,2133
Sony Pictures Animation,77931
Copperheart Entertainment,37707
Reaper Productions,8814
Film4 Productions,68727
Smoke House Pictures,10313
Solana Films,72571
Runteam,11439
Cross Creek Pictures,58431
Focus Features,10139
The Montecito Picture Company,9397
Protozoa Pictures,473
Relativity Media,22972
Dino De Laurentiis Company,1248
Metro-Goldwyn-Mayer,10065
Onda Entertainment,82525
Kernos Filmproduktionsgesellschaft & Company,1646
Regency Enterprises,55301
Chako Film Company,43593
Relativity Media,192102
Good Universe,137093
Bavaria Film,387
Mark Johnson Productions,926
Imagine Entertainment,921
TSG Entertainment,154400
TSG Entertainment,228066
Regency Enterprises,59860
Columbia Pictures,1428
Dune Entertainment,9513
HBO,4564
Alliance Films,283445
1984 Private Defense Contractors,64689
George Roy Hill-Paul Monash Production,642
Sierra Pictures,146198
Saville Productions,319888
Next Entertainment,503
MPH Entertainment Productions,8346
United Artists,667
Medienproduktion Prometheus Filmgesellschaft,18947
Nuyorican Productions,241251
Omnilab Media,49021
Scott Rudin Productions,24803
Realmbuilders Productions,294963
DreamWorks Pictures,11551
Regency Enterprises,795
Guardian Trust Company,837
Working Title Films,77866
Happy Madison Productions,71880
Warner Bros. Pictures,688
Initial Entertainment Group,1900
Mid Atlantic Films,48171
Miramax,10314
Triptych Pictures,10147
France 2 Cinéma,310593
DNA Films,1523
Walt Disney Pictures,18126
Star Overseas,14164
Collision Entertainment,13051
Double Feature Films,9913
Ventanarosa Productions,1360
Jerry Bruckheimer Films,184346
Millbrook Pictures,48231
1821 Pictures,23082
Spyglass Entertainment,25195
StudioCanal,59678
Village Roadshow Pictures,2642
Relativity Media,12573
Focus Features,12184
Medusa Film,81836
Columbia Pictures,397422
Village Roadshow Pictures,216282
Legendary Pictures,201088
Focus Features,88005
Columbia Pictures,11397
20th Century Fox,331313
Danjaq,681
Original Film,7461
Village-A.M. Partnership,6415
Kingsgate Films,11282
Beacon Communications,1535
Mayhem Pictures,13680
Mandeville Films,9631
Canal+,820
Clarius Entertainment,204922
Overture Films,29427
Overture Films,41402
Halcyon Pictures,8461
StudioCanal,9381
Amblin Entertainment,1251
Cinema 84,10925
Metro-Goldwyn-Mayer British Studios,802
Curious Films,371645
Motion Picture Production GmbH & Co. Erste KG,10590
Walden Media,23023
Intermedia Films,11615
Gunn Films,10756
Caramel Films,212716
Stuber Productions,7978
Lionsgate,1691
Outlaw Productions,11395
Phoenix Pictures,1788
Warner Bros. Pictures,12180
Danjaq,253
Danjaq,682
Relativity Media,19899
Harvey Bernhard Productions,794
Good Universe,87516
Touchstone Pictures,4806
WWE Studios,10159
Madame Films,262551
Pacific Film and Television Commission,19901
Davis Entertainment,37233
Felt Films,335866
Equity Pictures Medienfonds GmbH & Co. KG III,2207
Columbia Pictures,8224
Michael De Luca Productions,58151
Relativity Media,164457
Room 101,351211
Robert Simonds Productions,12096
Relativity Media,12620
Working Title Films,243
Anvil Films,1677
Danjaq,707
BenderSpink,11460
