franchise_id,franchise_name,franchise_url,total_gross,num_movies,average_gross,highest_grossing_movie,Franchise,No. of Movies,Domestic Box Office,Infl. Adj. Dom. Box Office,Worldwide Box Office,First Year,Last Year,No. of Years
537,Blue Crush,https://www.the-numbers.com/movies/franchise/Blue-Crush,2,"$40,118,420","$74,436,579","$51,618,420",Blue Crush,2,"$40,118,420","$74,436,579","$51,618,420",2002,2011,9
538,Project X,https://www.the-numbers.com/movies/franchise/Project-X,1,"$54,731,865","$74,121,792","$103,028,188",Project X,1,"$54,731,865","$74,121,792","$103,028,188",2012,2012,
539,The Thing,https://www.the-numbers.com/movies/franchise/Thing-The,2,"$31,244,637","$73,874,402","$42,609,423",The Thing,2,"$31,244,637","$73,646,696","$42,606,340",1982,2011,29
540,Baby Geniuses,https://www.the-numbers.com/movies/franchise/Baby-Geniuses,2,"$36,260,812","$73,429,695","$36,506,859",Baby Geniuses,2,"$36,260,812","$73,429,695","$36,506,859",1999,2004,5
542,Nim’s Island,https://www.the-numbers.com/movies/franchise/Nims-Island-(Australia),2,"$48,006,762","$72,077,010","$101,857,425",Nim’s Island,2,"$48,006,762","$72,077,010","$101,857,425",2008,2013,5
543,Super Troopers,https://www.the-numbers.com/movies/franchise/Super-Troopers,2,"$49,109,758","$70,541,151","$55,148,963",Super Troopers,2,"$49,109,758","$70,541,151","$55,148,963",2002,2018,16
544,Punisher,https://www.the-numbers.com/movies/franchise/Punisher,2,"$41,715,347","$70,525,984","$64,691,308",Punisher,2,"$41,715,347","$70,525,984","$64,691,308",2004,2008,4
545,The Howling,https://www.the-numbers.com/movies/franchise/Howling-The,2,"$17,985,000","$69,740,391","$18,095,138",The Howling,2,"$17,985,000","$69,740,391","$18,095,138",1981,2012,31
546,You Got Served,https://www.the-numbers.com/movies/franchise/You-Got-Served,2,"$40,066,497","$69,551,816","$52,042,400",You Got Served,2,"$40,066,497","$69,551,816","$52,042,400",2004,2011,7
547,Wild Things,https://www.the-numbers.com/movies/franchise/Wild-Things,2,"$29,795,299","$68,484,715","$55,576,210",Wild Things,2,"$29,795,299","$68,484,715","$55,576,210",1998,2010,12
548,Return of the Living Dead,https://www.the-numbers.com/movies/franchise/Return-of-the-Living-Dead,5,"$23,464,804","$67,435,649","$23,465,752",Return of the Living Dead,5,"$23,464,804","$67,435,649","$23,465,752",1985,2006,21
549,Lake Placid,https://www.the-numbers.com/movies/franchise/Lake-Placid,5,"$31,770,413","$67,418,314","$31,770,413",Lake Placid,5,"$31,770,413","$67,418,314","$31,770,413",1999,2015,16
550,Viva Pedro Box,https://www.the-numbers.com/movies/franchise/Viva-Pedro-Box,8,"$32,335,870","$67,168,219","$168,521,293",Viva Pedro Box,8,"$32,335,870","$67,168,219","$168,521,293",1986,2004,18
551,VeggieTales,https://www.the-numbers.com/movies/franchise/VeggieTales,2,"$38,552,620","$66,924,557","$38,857,223",VeggieTales,2,"$38,552,620","$66,924,557","$38,857,223",2002,2008,6
552,Johnny English,https://www.the-numbers.com/movies/franchise/Johnny-English,3,"$40,832,390","$66,729,558","$485,745,470",Johnny English,3,"$40,832,390","$66,729,558","$485,745,470",2003,2018,15
553,The Mechanic,https://www.the-numbers.com/movies/franchise/Mechanic-The,2,"$50,339,901","$66,030,885","$202,077,028",The Mechanic,2,"$50,339,901","$66,030,885","$202,077,028",2011,2016,5
556,Crank,https://www.the-numbers.com/movies/franchise/Crank,2,"$41,522,657","$65,485,320","$79,397,662",Crank,2,"$41,522,657","$65,485,320","$79,397,662",2006,2009,3
559,Dracula 2000,https://www.the-numbers.com/movies/franchise/Dracula-2000,1,"$33,000,377","$64,910,164","$33,000,377",Dracula 2000,1,"$33,000,377","$64,910,164","$33,000,377",2000,2000,
561,30 Days of Night,https://www.the-numbers.com/movies/franchise/30-Days-of-Night,2,"$39,568,996","$61,999,089","$80,276,156",30 Days of Night,2,"$39,568,996","$61,999,089","$80,276,156",2007,2010,3
562,Prom Night,https://www.the-numbers.com/movies/franchise/Prom-Night,2,"$15,707,587","$61,807,572","$15,707,587",Prom Night,2,"$15,707,587","$61,807,572","$15,707,587",1980,1987,7
563,The Dark Tower,https://www.the-numbers.com/movies/franchise/Dark-Tower-The,1,"$50,701,325","$60,932,031","$113,461,527",The Dark Tower,1,"$50,701,325","$60,932,031","$113,461,527",2017,2017,
565,The Art of War,https://www.the-numbers.com/movies/franchise/The-Art-of-War,3,"$30,199,105","$60,398,206","$40,390,931",The Art of War,3,"$30,199,105","$60,398,206","$40,390,931",2000,2009,9
568,The Boy,https://www.the-numbers.com/movies/franchise/Boy-The,2,"$48,431,092","$59,449,479","$87,189,278",The Boy,2,"$48,431,092","$59,449,479","$87,189,278",2016,2020,4
571,Smokin Aces,https://www.the-numbers.com/movies/franchise/Smokin-Aces,2,"$35,662,731","$55,878,518","$57,263,440",Smokin Aces,2,"$35,662,731","$55,878,518","$57,263,440",2007,2010,3
573,Max,https://www.the-numbers.com/movies/franchise/Max,2,"$42,656,255","$54,547,371","$43,730,696",Max,2,"$42,656,255","$54,547,371","$43,730,696",2015,2017,2
574,Death Race,https://www.the-numbers.com/movies/franchise/Death-Race,4,"$36,316,032","$54,524,626","$72,516,819",Death Race,4,"$36,316,032","$54,524,626","$72,516,819",2008,2018,10
575,Johnson Family,https://www.the-numbers.com/movies/franchise/Johnson-Family,2,"$31,203,964","$54,167,258","$31,286,759",Johnson Family,2,"$31,203,964","$54,167,258","$31,286,759",2004,2008,4
576,Honey,https://www.the-numbers.com/movies/franchise/Honey,4,"$30,272,254","$54,043,094","$71,536,388",Honey,4,"$30,272,254","$54,043,094","$71,536,388",2003,2018,15
577,Open Water,https://www.the-numbers.com/movies/franchise/Open-Water,2,"$30,500,882","$52,946,779","$57,005,415",Open Water,2,"$30,500,882","$52,946,779","$57,005,415",2004,2017,13
578,Clerks,https://www.the-numbers.com/movies/franchise/Clerks,3,"$31,884,602","$52,558,256","$35,974,441",Clerks,3,"$31,884,602","$52,558,256","$35,974,441",1994,2022,28
579,Unfriended,https://www.the-numbers.com/movies/franchise/Unfriended,2,"$41,656,390","$52,422,450","$80,798,786",Unfriended,2,"$41,656,390","$52,422,450","$80,798,786",2015,2018,3
580,Joe Dirt,https://www.the-numbers.com/movies/franchise/Joe-Dirt,2,"$27,087,695","$51,591,043","$30,987,695",Joe Dirt,2,"$27,087,695","$51,591,043","$30,987,695",2001,2015,14
582,Gettysburg,https://www.the-numbers.com/movies/franchise/Gettysburg,2,"$23,614,931","$50,975,839","$23,655,933",Gettysburg,2,"$23,614,931","$50,975,839","$23,655,933",1993,2003,10
583,47 Ronin,https://www.the-numbers.com/movies/franchise/47-Ronin,2,"$38,362,475","$50,829,996","$151,716,815",47 Ronin,2,"$38,362,475","$50,829,996","$151,716,815",2013,2022,9
584,Sniper,https://www.the-numbers.com/movies/franchise/Sniper,9,"$18,994,653","$49,459,502","$18,994,653",Sniper,9,"$18,994,653","$49,459,502","$18,994,653",1993,2023,30
585,Quarantine,https://www.the-numbers.com/movies/franchise/Quarantine,2,"$31,691,811","$47,581,853","$41,924,774",Quarantine,2,"$31,691,811","$47,581,853","$41,924,774",2008,2011,3
586,Cirque du Soleil,https://www.the-numbers.com/movies/franchise/Cirque-du-Soleil,3,"$28,138,938","$47,262,140","$61,914,168",Cirque du Soleil,3,"$28,138,938","$47,262,140","$61,914,168",1999,2019,20
587,Machete,https://www.the-numbers.com/movies/franchise/Machete,2,"$34,601,807","$46,952,980","$64,643,979",Machete,2,"$34,601,807","$46,952,980","$64,643,979",2010,2013,3
591,Mirrors,https://www.the-numbers.com/movies/franchise/Mirrors,2,"$30,691,439","$46,079,908","$77,220,596",Mirrors,2,"$30,691,439","$46,079,908","$77,220,596",2008,2010,2
592,Space Chimps,https://www.the-numbers.com/movies/franchise/Space-Chimps,2,"$30,105,968","$45,200,885","$72,590,156",Space Chimps,2,"$30,105,968","$45,200,885","$72,590,156",2008,2010,2
593,R.I.P.D,https://www.the-numbers.com/movies/franchise/R-I-P-D,2,"$33,618,855","$44,577,025","$79,076,678",R.I.P.D,2,"$33,618,855","$44,577,025","$79,076,678",2013,2022,9
594,An Inconvenient Truth,https://www.the-numbers.com/movies/franchise/Inconvenient-Truth-An,2,"$27,642,956","$43,942,169","$59,205,247",An Inconvenient Truth,2,"$27,642,956","$43,942,169","$59,205,247",2006,2017,11
596,Trainspotting,https://www.the-numbers.com/movies/franchise/Trainspotting,2,"$18,903,789","$43,133,119","$113,679,051",Trainspotting,2,"$18,903,789","$43,133,119","$113,679,051",1996,2017,21
597,Tremors,https://www.the-numbers.com/movies/franchise/Tremors,7,"$16,667,084","$42,576,095","$16,668,089",Tremors,7,"$16,667,084","$42,576,095","$16,668,089",1990,2020,30
598,Kickboxer,https://www.the-numbers.com/movies/franchise/Kickboxer,4,"$15,745,035","$42,361,928","$15,920,982",Kickboxer,4,"$15,745,035","$42,361,928","$15,920,982",1989,2018,29
599,Joy Ride,https://www.the-numbers.com/movies/franchise/Joy-Ride,3,"$21,973,182","$41,849,976","$22,204,890",Joy Ride,3,"$21,973,182","$41,849,976","$22,204,890",2001,2014,13
600,Big Lebowski,https://www.the-numbers.com/movies/franchise/Big-Lebowski,2,"$18,736,987","$41,401,528","$47,474,151",Big Lebowski,2,"$18,736,987","$40,134,587","$47,474,151",1998,2019,21
601,Beastmaster,https://www.the-numbers.com/movies/franchise/Beastmaster,2,"$11,524,616","$41,401,355","$11,524,616",Beastmaster,2,"$11,524,616","$41,401,355","$11,524,616",1982,1991,9
603,Wind River,https://www.the-numbers.com/movies/franchise/Wind-River,2,"$33,800,859","$40,621,325","$44,984,979",Wind River,2,"$33,800,859","$40,621,325","$44,984,979",2017,2023,6
604,Half Baked,https://www.the-numbers.com/movies/franchise/Half-Baked,2,"$17,394,881","$39,982,255","$17,394,881",Half Baked,2,"$17,394,881","$39,982,255","$17,394,881",1998,2024,26
605,Street Kings,https://www.the-numbers.com/movies/franchise/Street-Kings,2,"$26,418,667","$39,664,794","$65,457,811",Street Kings,2,"$26,418,667","$39,664,794","$65,457,811",2008,2011,3
608,Omega Code,https://www.the-numbers.com/movies/franchise/Omega-Code,2,"$18,658,243","$38,237,749","$18,726,003",Omega Code,2,"$18,658,243","$38,237,749","$18,726,003",1999,2001,2
609,Cabin Fever,https://www.the-numbers.com/movies/franchise/Cabin-Fever,3,"$21,158,188","$37,825,080","$30,351,664",Cabin Fever,3,"$21,158,188","$37,825,080","$30,351,664",2003,2014,11
611,Millenium,https://www.the-numbers.com/movies/franchise/Millenium,3,"$27,259,458","$37,440,978","$221,298,683",Millenium,3,"$27,259,458","$37,440,978","$221,298,683",2009,2010,1
612,Never Back Down,https://www.the-numbers.com/movies/franchise/Never-Back-Down,4,"$24,850,922","$37,310,992","$39,319,801",Never Back Down,4,"$24,850,922","$37,310,992","$39,319,801",2008,2021,13
613,X (Mia Goth),https://www.the-numbers.com/movies/franchise/X-(Mia-Goth),3,"$36,290,547","$36,793,698","$46,708,891",X (Mia Goth),3,"$36,290,547","$36,793,698","$46,719,607",2022,2024,2
614,Piranha,https://www.the-numbers.com/movies/franchise/Piranha,4,"$25,374,059","$34,663,758","$90,191,276",Piranha,4,"$25,374,059","$34,663,758","$90,191,276",1978,2012,34
615,Flicka,https://www.the-numbers.com/movies/franchise/Flicka,3,"$21,000,147","$34,553,263","$21,896,367",Flicka,3,"$21,000,147","$34,553,263","$21,896,367",2006,2012,6
616,Center Stage,https://www.the-numbers.com/movies/franchise/Center-Stage,3,"$17,200,925","$34,401,847","$21,395,182",Center Stage,3,"$17,200,925","$34,401,847","$21,395,182",2000,2016,16
617,Alpha and Omega,https://www.the-numbers.com/movies/franchise/Alpha-and-Omega,7,"$25,107,267","$34,303,717","$48,958,353",Alpha and Omega,7,"$25,107,267","$34,303,717","$48,958,353",2010,2017,7
618,Before Sunrise,https://www.the-numbers.com/movies/franchise/Before-Sunrise,3,"$19,177,448","$33,879,933","$40,314,344",Before Sunrise,3,"$19,177,448","$33,879,933","$40,314,344",1995,2013,18
619,Pulse,https://www.the-numbers.com/movies/franchise/Pulse,3,"$20,264,436","$33,351,239","$30,241,435",Pulse,3,"$20,264,436","$33,351,239","$30,241,435",2006,2008,2
620,Escape Plan,https://www.the-numbers.com/movies/franchise/Escape-Plan,3,"$25,135,965","$33,328,634","$122,170,725",Escape Plan,3,"$25,135,965","$33,328,634","$122,170,725",2013,2019,6
621,Warlock,https://www.the-numbers.com/movies/franchise/Warlock,2,"$12,727,232","$32,757,930","$12,727,232",Warlock,2,"$12,727,232","$32,757,930","$12,727,232",1991,1993,2
622,Bloodsport,https://www.the-numbers.com/movies/franchise/Bloodsport,2,"$12,490,470","$32,634,994","$12,490,470",Bloodsport,2,"$12,490,470","$32,634,994","$12,490,470",1988,1996,8
623,Hercules,https://www.the-numbers.com/movies/franchise/Hercules,2,"$9,466,655","$32,396,994","$9,466,655",Hercules,2,"$9,466,655","$32,396,994","$9,466,655",1983,1985,2
628,The Marine,https://www.the-numbers.com/movies/franchise/The-Marine,5,"$18,844,784","$31,009,888","$22,165,608",The Marine,5,"$18,844,784","$31,009,888","$22,165,608",2006,2018,12
632,Skyline,https://www.the-numbers.com/movies/franchise/Skyline,3,"$21,416,355","$29,260,876","$69,447,922",Skyline,3,"$21,416,355","$29,260,876","$69,447,922",2010,2020,10
634,Tales From the Hood,https://www.the-numbers.com/movies/franchise/Tales-From-the-Hood,3,"$11,784,569","$29,204,055","$11,784,569",Tales From the Hood,3,"$11,784,569","$29,204,055","$11,784,569",1995,2020,25
635,Class of 1984,https://www.the-numbers.com/movies/franchise/Class-of-1984,3,"$8,365,510","$29,116,328","$8,365,510",Class of 1984,3,"$8,365,510","$29,116,328","$8,365,510",1982,1994,12
636,Wrong Turn,https://www.the-numbers.com/movies/franchise/Wrong-Turn,7,"$16,668,955","$28,888,998","$32,293,317",Wrong Turn,7,"$16,668,955","$28,888,998","$32,293,317",2003,2021,18
639,Waiting,https://www.the-numbers.com/movies/franchise/Waiting,2,"$16,124,543","$27,117,403","$18,673,274",Waiting,2,"$16,124,543","$27,117,403","$18,673,274",2005,2009,4
640,Wolf Creek,https://www.the-numbers.com/movies/franchise/Wolf-Creek,2,"$16,186,348","$27,076,482","$29,170,393",Wolf Creek,2,"$16,186,348","$27,076,482","$29,170,393",2005,2014,9
646,Happily N'Ever After,https://www.the-numbers.com/movies/franchise/Happily-Never-After,2,"$15,849,032","$24,833,218","$38,711,306",Happily N'Ever After,2,"$15,849,032","$24,833,218","$38,711,306",2007,2009,2
648,See No Evil,https://www.the-numbers.com/movies/franchise/See-No-Evil,2,"$15,032,800","$24,740,995","$18,828,036",See No Evil,2,"$15,032,800","$24,740,995","$18,828,036",2006,2014,8
649,Arthur and the Minimoys,https://www.the-numbers.com/movies/franchise/Arthur-and-the-Minimoys,3,"$15,827,035","$24,657,095","$198,502,059",Arthur and the Minimoys,3,"$15,827,035","$24,657,095","$198,502,059",2007,2015,8
651,Undisputed,https://www.the-numbers.com/movies/franchise/Undisputed,4,"$12,398,628","$23,004,682","$12,402,560",Undisputed,4,"$12,398,628","$23,004,682","$12,402,560",2002,2017,15
652,Left Behind,https://www.the-numbers.com/movies/franchise/Left-Behind,2,"$17,669,346","$22,148,161","$24,987,159",Left Behind,2,"$17,669,346","$22,148,161","$24,987,159",2014,2023,9
653,Belly,https://www.the-numbers.com/movies/franchise/Belly,2,"$9,639,390","$22,134,121","$9,639,390",Belly,2,"$9,639,390","$22,134,121","$9,639,390",1998,2008,10
654,Norm of the North,https://www.the-numbers.com/movies/franchise/Norm-of-the-North,4,"$17,062,499","$21,264,014","$33,383,271",Norm of the North,4,"$17,062,499","$21,264,014","$33,383,271",2016,2020,4
655,The Man With The Iron Fists,https://www.the-numbers.com/movies/franchise/Man-With-The-Iron-Fists-The,2,"$15,634,090","$21,172,793","$22,018,988",The Man With The Iron Fists,2,"$15,634,090","$21,172,793","$22,018,988",2012,2015,3
657,After,https://www.the-numbers.com/movies/franchise/After,5,"$17,684,886","$20,401,269","$141,586,158",After,5,"$17,684,886","$20,401,269","$141,586,158",2019,2023,4
659,The Collector,https://www.the-numbers.com/movies/franchise/Collector-The,2,"$14,522,868","$20,308,474","$19,363,930",The Collector,2,"$14,522,868","$20,308,474","$19,363,930",2009,2012,3
660,Molly Hartley,https://www.the-numbers.com/movies/franchise/Molly-Hartley,2,"$13,442,412","$20,182,338","$15,318,257",Molly Hartley,2,"$13,442,412","$20,182,338","$15,318,257",2008,2015,7
663,Phantasm,https://www.the-numbers.com/movies/franchise/Phantasm,5,"$7,282,851","$19,101,977","$7,282,851",Phantasm,5,"$7,282,851","$19,101,977","$7,282,851",1979,2016,37
666,12 Rounds,https://www.the-numbers.com/movies/franchise/12-Rounds,3,"$12,234,694","$17,585,339","$17,306,648",12 Rounds,3,"$12,234,694","$17,585,339","$17,306,648",2009,2015,6
667,Fortress,https://www.the-numbers.com/movies/franchise/Fortress,2,"$6,730,578","$17,525,510","$46,730,578",Fortress,2,"$6,730,578","$17,525,510","$46,730,578",1993,1999,6
668,Eddie and the Cruisers,https://www.the-numbers.com/movies/franchise/Eddie-and-the-Cruisers,2,"$5,225,097","$17,492,383","$5,225,097",Eddie and the Cruisers,2,"$5,225,097","$17,492,383","$5,225,097",1983,1989,6
672,C.H.U.D.,https://www.the-numbers.com/movies/franchise/C-H-U-D,2,"$4,700,000","$15,079,161","$4,700,000",C.H.U.D.,2,"$4,700,000","$15,079,161","$4,700,000",1984,2016,32
674,Boondock Saints,https://www.the-numbers.com/movies/franchise/Boondock-Saints,2,"$10,303,658","$14,804,529","$11,041,194",Boondock Saints,2,"$10,303,658","$14,804,529","$11,041,194",2000,2009,9
677,City of God,https://www.the-numbers.com/movies/franchise/City-of-God,2,"$7,870,473","$13,838,739","$34,665,848",City of God,2,"$7,870,473","$13,838,739","$34,665,848",2003,2008,5
681,Atlas Shrugged,https://www.the-numbers.com/movies/franchise/Atlas-Shrugged,3,"$8,940,096","$12,102,006","$8,940,096",Atlas Shrugged,3,"$8,940,096","$12,102,006","$8,940,096",2011,2014,3
684,Fire Earth Water,https://www.the-numbers.com/movies/franchise/Fire-Earth-Water,3,"$6,559,649","$11,388,779","$12,353,078",Fire Earth Water,3,"$6,559,649","$11,388,779","$12,353,078",1997,2006,9
685,Work and the Glory,https://www.the-numbers.com/movies/franchise/Work-and-the-Glory,3,"$6,697,771","$11,223,909","$6,697,771",Work and the Glory,3,"$6,697,771","$11,223,909","$6,697,771",2004,2006,2
686,"Stepfather, The",https://www.the-numbers.com/movies/franchise/Stepfather-The,2,"$4,008,536","$10,967,648","$4,008,536","Stepfather, The",2,"$4,008,536","$10,967,648","$4,008,536",1987,1989,2
687,The Other Side of Heaven,https://www.the-numbers.com/movies/franchise/Other-Side-of-Heaven-The,2,"$6,527,487","$10,917,413","$6,527,487",The Other Side of Heaven,2,"$6,527,487","$10,917,413","$6,527,487",2001,2019,18
691,Cities of Love,https://www.the-numbers.com/movies/franchise/Cities-of-Love,3,"$6,445,461","$9,893,420","$15,016,261",Cities of Love,3,"$6,445,461","$9,893,420","$15,016,261",2007,2019,12
698,The Snowman,https://www.the-numbers.com/movies/franchise/Snowman-The,2,"$6,670,765","$8,016,816","$43,215,978",The Snowman,2,"$6,670,765","$8,016,816","$43,215,978",2017,2018,1
703,In The Name of the King,https://www.the-numbers.com/movies/franchise/In-The-Name-of-the-King,3,"$4,775,656","$7,170,134","$13,233,220",In The Name of the King,3,"$4,775,656","$7,170,134","$13,233,220",2008,2014,6
710,"Food, Inc.",https://www.the-numbers.com/movies/franchise/Food-Inc,2,"$4,444,176","$6,376,170","$4,758,446","Food, Inc.",2,"$4,444,176","$6,376,170","$4,758,446",2009,2024,15
727,DC Animated Movie Universe,https://www.the-numbers.com/movies/franchise/DC-Animated-Movie-Universe,42,"$3,775,000","$4,704,564","$4,472,889",DC Animated Movie Universe,42,"$3,775,000","$4,704,564","$4,472,889",2007,2023,16
735,Trois,https://www.the-numbers.com/movies/franchise/Trois,2,"$2,043,793","$3,960,065","$2,043,793",Trois,2,"$2,043,793","$3,960,065","$2,043,793",2000,2002,2
736,BloodRayne,https://www.the-numbers.com/movies/franchise/BloodRayne,2,"$2,405,420","$3,958,836","$3,711,633",BloodRayne,2,"$2,405,420","$3,958,836","$3,711,633",2006,2011,5
738,Penitentiary,https://www.the-numbers.com/movies/franchise/Penitentiary,2,"$949,896","$3,580,739","$949,896",Penitentiary,2,"$949,896","$3,580,739","$949,896",1980,1982,2
742,Vengeance Trilogy,https://www.the-numbers.com/movies/franchise/Vengeance-Trilogy,3,"$2,715,020","$3,364,784","$31,508,583",Vengeance Trilogy,3,"$2,715,020","$3,364,784","$31,508,583",2003,2006,3
752,USA - Land of Opportunities,https://www.the-numbers.com/movies/franchise/USA-Land-of-Opportunities,3,"$1,604,591","$2,778,729","$15,394,960",USA - Land of Opportunities,3,"$1,604,591","$2,778,729","$15,394,960",2004,2009,5
755,Donnie Darko,https://www.the-numbers.com/movies/franchise/Donnie-Darko,2,"$1,480,006","$2,539,887","$8,548,391",Donnie Darko,2,"$1,480,006","$2,539,887","$8,548,391",2001,2009,8
760,The True North Trilogy,https://www.the-numbers.com/movies/franchise/True-North-Trilogy-The,2,"$1,821,983","$2,404,026","$1,926,321",The True North Trilogy,2,"$1,821,983","$2,404,026","$1,926,321",2014,2016,2
762,Saints and Soldiers,https://www.the-numbers.com/movies/franchise/Saints-and-Soldiers,2,"$1,310,470","$2,265,676","$1,310,470",Saints and Soldiers,2,"$1,310,470","$2,265,676","$1,310,470",2004,2014,10
764,Banlieue 13,https://www.the-numbers.com/movies/franchise/Banlieue-13,2,"$1,236,352","$2,024,678","$20,386,278",Banlieue 13,2,"$1,236,352","$2,024,678","$20,386,278",2006,2010,4
767,Visiteurs,https://www.the-numbers.com/movies/franchise/Visiteurs,2,"$805,072","$1,942,987","$124,900,072",Visiteurs,2,"$805,072","$1,942,987","$124,900,072",1996,1998,2
776,Epic Stories of the Bible,https://www.the-numbers.com/movies/franchise/Epic-Stories-of-the-Bible,1,"$952,820","$1,492,933","$1,051,907",Epic Stories of the Bible,1,"$952,820","$1,492,933","$1,051,907",2007,2007,
779,Taxi,https://www.the-numbers.com/movies/franchise/Taxi,5,"$729,844","$1,459,450","$103,552,731",Taxi,5,"$729,844","$1,459,450","$103,552,731",1998,2018,20
789,Cube,https://www.the-numbers.com/movies/franchise/Cube,1,"$489,220","$1,124,473","$8,969,065",Cube,1,"$489,220","$1,124,473","$8,969,065",1998,1998,
823,Hatchet,https://www.the-numbers.com/movies/franchise/Hatchet,4,"$237,281","$359,340","$302,396",Hatchet,4,"$237,281","$359,340","$302,396",2007,2017,10
832,Monsters,https://www.the-numbers.com/movies/franchise/Monsters,2,"$237,301","$324,219","$5,692,480",Monsters,2,"$237,301","$324,219","$5,692,480",2010,2015,5
858,I Spit on Your Grave,https://www.the-numbers.com/movies/franchise/I-Spit-on-Your-Grave,5,"$93,861","$128,196","$2,112,963",I Spit on Your Grave,5,"$93,861","$128,196","$2,112,963",1978,2019,41
865,Dod sno,https://www.the-numbers.com/movies/franchise/Dod-sno,2,"$79,359","$110,215","$2,226,637",Dod sno,2,"$79,359","$110,215","$2,226,637",2009,2014,5
866,Feast,https://www.the-numbers.com/movies/franchise/Feast,3,"$56,131","$92,374","$690,872",Feast,3,"$56,131","$92,374","$690,872",2006,2009,3
873,The Toxic Avenger,https://www.the-numbers.com/movies/franchise/Toxic-Avenger-The,3,"$28,950","$78,209","$28,950",The Toxic Avenger,3,"$28,950","$78,209","$28,950",1986,2022,36
881,Stake Land,https://www.the-numbers.com/movies/franchise/Stake-Land,2,"$33,245","$45,190","$714,234",Stake Land,2,"$33,245","$45,190","$714,234",2011,2017,6
910,Detective Conan,https://www.the-numbers.com/movies/franchise/Detective-Conan,9,$0,$0,"$446,591,352",Detective Conan,9,$0,$0,"$446,591,352",2007,2023,16
911,Doraemon,https://www.the-numbers.com/movies/franchise/Doraemon,9,$0,$0,"$497,089,395",Doraemon,9,$0,$0,"$497,089,395",2007,2020,13
912,Air Buddies,https://www.the-numbers.com/movies/franchise/Air-Buddies,9,$0,$0,$0,Air Buddies,9,$0,$0,$0,2006,2013,7
931,DC Universe,https://www.the-numbers.com/movies/franchise/DC-Universe,5,$0,$0,$0,DC Universe,5,$0,$0,$0,2023,2026,3
984,Belle et Sebastien,https://www.the-numbers.com/movies/franchise/Belle-et-Sebastien,3,$0,$0,"$61,486,234",Belle et Sebastien,3,$0,$0,"$61,486,234",2013,2018,5
1004,Alligator,https://www.the-numbers.com/movies/franchise/Alligator,2,$0,$0,$0,Alligator,2,$0,$0,$0,1980,1991,11
1005,Happy Family,https://www.the-numbers.com/movies/franchise/Happy-Family,2,$0,$0,"$35,187,080",Happy Family,2,$0,$0,"$35,187,080",2017,2021,4
1052,Grizzly,https://www.the-numbers.com/movies/franchise/Grizzly,2,$0,$0,$0,Grizzly,2,$0,$0,$0,1976,2021,45
1090,A Few Best Men,https://www.the-numbers.com/movies/franchise/Few-Best-Men-A,2,$0,$0,"$17,500,139",A Few Best Men,2,$0,$0,"$17,500,139",2012,2017,5
1131,Fortress (2021 Trilogy),https://www.the-numbers.com/movies/franchise/Fortress-(2021-Trilogy),2,$0,$0,"$19,403",Fortress (2021 Trilogy),2,$0,$0,"$19,403",2021,2022,1
1133,Terror Train,https://www.the-numbers.com/movies/franchise/Terror-Train,2,$0,$0,$0,Terror Train,2,$0,$0,$0,2022,2022,
1186,Extraction,https://www.the-numbers.com/movies/franchise/Extraction,2,$0,$0,$0,Extraction,2,$0,$0,$0,2020,2023,3
1222,Teen Beach Movie,https://www.the-numbers.com/movies/franchise/Teen-Beach-Movie,2,$0,$0,$0,Teen Beach Movie,2,$0,$0,$0,2013,2015,2
1299,Ironclad,https://www.the-numbers.com/movies/franchise/Ironclad,1,$0,$0,"$5,297,411",Ironclad,1,$0,$0,"$5,297,411",2011,2011,
