franchise_id,franchise_name,franchise_url,total_gross,num_movies,average_gross,highest_grossing_movie,Franchise,No. of Movies,Domestic Box Office,Infl. Adj. Dom. Box Office,Worldwide Box Office,First Year,Last Year,No. of Years
154,John Wick,https://www.the-numbers.com/movies/franchise/John-Wick,6,"$493,215,552","$555,775,175","$1,026,336,447",John Wick,6,"$493,215,552","$555,775,175","$1,026,336,447",2014,2025,11
155,Alice in Wonderland,https://www.the-numbers.com/movies/franchise/Alice-in-Wonderland,3,"$411,233,491","$552,614,278","$1,302,419,222",Alice in Wonderland,3,"$411,233,491","$552,614,278","$1,302,419,222",1933,2016,83
156,Paranormal Activity,https://www.the-numbers.com/movies/franchise/Paranormal-Activity,7,"$401,360,355","$551,668,278","$890,417,130",Paranormal Activity,7,"$401,360,355","$551,668,278","$890,417,130",2009,2021,12
157,My Big Fat Greek Wedding,https://www.the-numbers.com/movies/franchise/My-Big-Fat-Greek-Wedding,3,"$329,623,843","$549,936,898","$505,848,265",My Big Fat Greek Wedding,3,"$329,623,843","$549,936,898","$505,848,265",2002,2023,21
158,Sherlock Holmes,https://www.the-numbers.com/movies/franchise/Sherlock-Holmes,4,"$395,877,097","$549,193,256","$1,034,101,655",Sherlock Holmes,4,"$395,877,097","$549,193,256","$1,034,101,655",2009,2021,12
159,Wonder Woman,https://www.the-numbers.com/movies/franchise/Wonder-Woman,2,"$459,364,444","$548,050,392","$984,051,998",Wonder Woman,2,"$459,364,444","$548,050,392","$984,051,998",2017,2020,3
160,Doctor Dolittle,https://www.the-numbers.com/movies/franchise/Doctor-Dolittle,5,"$257,107,326","$546,469,990","$470,258,326",Doctor Dolittle,5,"$257,107,326","$546,469,990","$470,258,326",1998,2009,11
161,The Omen,https://www.the-numbers.com/movies/franchise/Omen-The,6,"$167,742,070","$545,729,009","$263,104,281",The Omen,6,"$167,742,070","$545,729,009","$263,104,281",1976,2024,48
162,Amityville,https://www.the-numbers.com/movies/franchise/Amityville,11,"$169,327,766","$544,128,488","$220,971,236",Amityville,11,"$169,327,766","$544,128,488","$220,971,236",1979,2022,43
163,Fantastic Four,https://www.the-numbers.com/movies/franchise/Fantastic-Four,4,"$342,735,366","$538,623,885","$790,462,628",Fantastic Four,4,"$342,735,366","$538,623,885","$790,462,628",2005,2025,20
168,Taken,https://www.the-numbers.com/movies/franchise/Taken,3,"$374,111,700","$511,937,382","$932,405,413",Taken,3,"$374,111,700","$511,937,382","$932,405,413",2008,2015,7
170,Sing,https://www.the-numbers.com/movies/franchise/Sing,2,"$433,120,035","$501,706,935","$1,035,598,770",Sing,2,"$433,120,035","$501,706,935","$1,035,598,770",2016,2021,5
171,Mad Max,https://www.the-numbers.com/movies/franchise/Mad-Max,5,"$289,760,271","$495,791,828","$700,359,863",Mad Max,5,"$289,760,271","$495,265,926","$700,359,788",1979,2024,45
172,Wreck-It Ralph,https://www.the-numbers.com/movies/franchise/Wreck-It-Ralph,2,"$390,504,388","$494,071,967","$1,025,802,351",Wreck-It Ralph,2,"$390,504,388","$494,071,967","$1,025,802,351",2012,2018,6
173,Beetlejuice,https://www.the-numbers.com/movies/franchise/Beetlejuice,2,"$368,566,687","$487,660,431","$525,344,111",Beetlejuice,2,"$350,110,906","$467,943,379","$495,438,737",1988,2024,36
174,Dumb and Dumber,https://www.the-numbers.com/movies/franchise/Dumb-and-Dumber,3,"$239,598,230","$486,625,844","$431,939,950",Dumb and Dumber,3,"$239,598,230","$486,625,844","$431,939,950",1994,2014,20
175,Unbreakable,https://www.the-numbers.com/movies/franchise/Unbreakable,3,"$344,189,196","$486,228,892","$773,852,776",Unbreakable,3,"$344,189,196","$486,228,892","$773,852,776",2000,2019,19
176,Dune,https://www.the-numbers.com/movies/franchise/Dune,4,"$419,579,659","$486,033,926","$1,167,012,391",Dune,4,"$419,579,659","$486,033,926","$1,167,012,391",1984,2026,42
177,Guns of Navarone,https://www.the-numbers.com/movies/franchise/Guns-of-Navarone,2,"$36,000,000","$484,218,681","$36,019,394",Guns of Navarone,2,"$36,000,000","$484,218,681","$36,019,394",1961,1978,17
179,300,https://www.the-numbers.com/movies/franchise/300,2,"$317,194,990","$470,632,475","$784,941,986",300,2,"$317,194,990","$470,632,475","$784,941,986",2007,2014,7
181,Fifty Shades of Grey,https://www.the-numbers.com/movies/franchise/Fifty-Shades-of-Grey,3,"$381,009,000","$468,827,989","$1,324,147,014",Fifty Shades of Grey,3,"$381,009,000","$468,827,989","$1,324,147,014",2015,2018,3
182,Ace Ventura,https://www.the-numbers.com/movies/franchise/Ace-Ventura,3,"$180,577,459","$459,186,810","$319,617,396",Ace Ventura,3,"$180,577,459","$459,186,810","$319,617,396",1994,2009,15
183,Beauty and the Beast,https://www.the-numbers.com/movies/franchise/Beauty-and-the-Beast,2,"$206,333,165","$458,933,587","$438,656,843",Beauty and the Beast,2,"$206,333,165","$458,933,587","$438,656,843",1991,2002,11
184,Maleficent,https://www.the-numbers.com/movies/franchise/Maleficent,2,"$355,336,933","$452,604,747","$1,247,718,092",Maleficent,2,"$355,336,933","$452,604,747","$1,247,718,092",2014,2019,5
185,Rugrats Movie,https://www.the-numbers.com/movies/franchise/Rugrats,3,"$216,398,695","$451,930,964","$299,622,530",Rugrats Movie,3,"$216,398,695","$451,930,964","$299,622,530",1998,2003,5
186,Charlie's Angels,https://www.the-numbers.com/movies/franchise/Charlies-Angels,3,"$243,921,179","$451,550,419","$560,134,411",Charlie's Angels,3,"$243,921,179","$451,550,419","$560,134,411",2000,2019,19
187,Pitch Perfect,https://www.the-numbers.com/movies/franchise/Pitch-Perfect,3,"$354,194,853","$448,987,032","$588,995,955",Pitch Perfect,3,"$354,194,853","$448,987,032","$588,995,955",2012,2017,5
188,The Divergent Series,https://www.the-numbers.com/movies/franchise/Divergent-Series-The,3,"$347,311,018","$448,119,921","$743,113,364",The Divergent Series,3,"$347,311,018","$448,119,921","$743,113,364",2014,2016,2
189,Texas Chainsaw Massacre,https://www.the-numbers.com/movies/franchise/Texas-Chainsaw-Massacre,9,"$194,821,820","$446,504,171","$247,631,911",Texas Chainsaw Massacre,9,"$194,821,820","$446,504,171","$247,547,839",1974,2022,48
191,Wayne's World,https://www.the-numbers.com/movies/franchise/Waynes-World,2,"$169,662,323","$441,210,093","$231,062,323",Wayne's World,2,"$169,662,323","$441,210,093","$231,062,323",1992,1993,1
192,21 Jump Street,https://www.the-numbers.com/movies/franchise/21-Jump-Street,2,"$330,167,004","$440,461,971","$534,146,305",21 Jump Street,2,"$330,167,004","$440,461,971","$534,146,305",2012,2014,2
193,Lara Croft,https://www.the-numbers.com/movies/franchise/Lara-Croft,3,"$255,048,744","$436,076,484","$703,900,629",Lara Croft,3,"$255,048,744","$436,076,484","$703,900,629",2001,2018,17
194,Speed,https://www.the-numbers.com/movies/franchise/Speed,2,"$169,345,226","$433,319,219","$433,668,000",Speed,2,"$169,345,226","$433,319,219","$433,668,000",1994,1997,3
195,Final Destination,https://www.the-numbers.com/movies/franchise/Final-Destination,6,"$263,362,372","$432,921,782","$657,627,377",Final Destination,6,"$263,362,372","$432,921,782","$657,627,377",2000,2025,25
196,Scooby-Doo,https://www.the-numbers.com/movies/franchise/Scooby-Doo,18,"$239,667,976","$432,883,233","$483,427,371",Scooby-Doo,18,"$239,667,976","$432,883,233","$483,427,371",2002,2023,21
198,Resident Evil,https://www.the-numbers.com/movies/franchise/Resident-Evil,11,"$287,827,867","$431,579,239","$1,271,576,346",Resident Evil,11,"$287,827,867","$431,579,239","$1,271,576,346",2002,2023,21
199,Poltergeist,https://www.the-numbers.com/movies/franchise/Poltergeist,3,"$129,816,684","$430,063,648","$176,816,684",Poltergeist,3,"$129,816,684","$430,063,648","$176,816,684",1982,1988,6
200,Creed,https://www.the-numbers.com/movies/franchise/Creed,4,"$381,732,085","$429,548,349","$661,607,718",Creed,4,"$381,732,085","$429,548,349","$661,607,718",2015,2024,9
201,Zootopia,https://www.the-numbers.com/movies/franchise/Zootopia,2,"$341,268,248","$425,303,081","$1,000,877,770",Zootopia,2,"$341,268,248","$425,303,081","$1,000,877,770",2016,2025,9
202,Airplane,https://www.the-numbers.com/movies/franchise/Airplane,2,"$108,463,033","$425,032,676","$108,463,801",Airplane,2,"$108,463,033","$425,032,676","$108,463,801",1980,1982,2
204,Flintstones,https://www.the-numbers.com/movies/franchise/Flintstones,2,"$165,762,573","$415,346,652","$417,931,365",Flintstones,2,"$165,762,573","$415,346,652","$417,931,365",1994,2000,6
205,Insidious,https://www.the-numbers.com/movies/franchise/Insidious,6,"$339,716,447","$413,347,824","$741,316,455",Insidious,6,"$339,716,447","$413,347,824","$741,316,455",2011,2025,14
206,Happy Feet,https://www.the-numbers.com/movies/franchise/Happy-Feet,2,"$262,006,783","$411,124,385","$542,956,777",Happy Feet,2,"$262,006,783","$411,124,385","$542,956,777",2006,2011,5
207,Stuart Little,https://www.the-numbers.com/movies/franchise/Stuart-Little,3,"$204,972,030","$410,243,637","$464,815,224",Stuart Little,3,"$204,972,030","$410,243,637","$464,815,224",1999,2006,7
209,G.I. Joe,https://www.the-numbers.com/movies/franchise/G-I-Joe,5,"$300,988,883","$408,309,090","$712,886,943",G.I. Joe,5,"$300,988,883","$408,309,090","$712,886,943",2000,2021,21
210,The Purge,https://www.the-numbers.com/movies/franchise/Purge-The,5,"$329,106,095","$407,856,222","$535,321,311",The Purge,5,"$329,106,095","$407,856,222","$535,321,311",2013,2021,8
211,Blade,https://www.the-numbers.com/movies/franchise/Blade,4,"$204,216,153","$403,489,978","$416,929,454",Blade,4,"$204,216,153","$403,489,978","$416,929,454",1998,2025,27
212,Big Momma's House,https://www.the-numbers.com/movies/franchise/Big-Mommas-House,3,"$225,640,824","$402,140,149","$392,939,264",Big Momma's House,3,"$225,640,824","$402,140,149","$392,939,264",2000,2011,11
213,Ring,https://www.the-numbers.com/movies/franchise/Ring,4,"$232,828,769","$400,513,663","$493,079,331",Ring,4,"$232,828,769","$400,513,663","$493,079,331",2002,2017,15
214,Ted,https://www.the-numbers.com/movies/franchise/Ted,2,"$300,142,125","$400,322,006","$773,230,770",Ted,2,"$300,142,125","$400,322,006","$773,230,770",2012,2015,3
215,Grown Ups,https://www.the-numbers.com/movies/franchise/Grown-Ups,2,"$295,669,711","$398,578,233","$519,246,228",Grown Ups,2,"$295,669,711","$398,578,233","$519,246,228",2010,2013,3
219,Cheaper by the Dozen,https://www.the-numbers.com/movies/franchise/Cheaper-by-the-Dozen,3,"$221,185,717","$382,763,304","$325,227,443",Cheaper by the Dozen,3,"$221,185,717","$382,763,304","$325,227,443",2003,2022,19
220,Underworld,https://www.the-numbers.com/movies/franchise/Underworld,5,"$252,766,892","$382,181,593","$542,857,257",Underworld,5,"$252,766,892","$382,181,593","$542,857,257",2003,2016,13
221,Gladiator,https://www.the-numbers.com/movies/franchise/Gladiator,2,"$194,183,805","$381,765,156","$545,152,963",Gladiator,2,"$187,683,805","$375,265,156","$451,683,599",2000,2024,24
222,Blair Witch Project,https://www.the-numbers.com/movies/franchise/Blair-Witch-Project,3,"$187,737,474","$376,966,477","$335,006,891",Blair Witch Project,3,"$187,737,474","$376,966,477","$335,006,891",1999,2016,17
224,Princess Diaries,https://www.the-numbers.com/movies/franchise/Princess-Diaries,2,"$203,394,209","$371,332,171","$300,048,209",Princess Diaries,2,"$203,394,209","$371,332,171","$300,048,209",2001,2004,3
225,RoboCop,https://www.the-numbers.com/movies/franchise/RoboCop,5,"$168,409,071","$369,167,439","$353,484,354",RoboCop,5,"$168,409,071","$369,167,439","$353,484,354",1987,2020,33
226,Rio,https://www.the-numbers.com/movies/franchise/Rio,2,"$275,158,244","$368,795,896","$980,363,532",Rio,2,"$275,158,244","$368,795,896","$980,363,532",2011,2014,3
228,Benji,https://www.the-numbers.com/movies/franchise/Benji,5,"$79,063,152","$363,005,268","$79,063,152",Benji,5,"$79,063,152","$363,005,268","$79,063,152",1974,2004,30
229,xXx,https://www.the-numbers.com/movies/franchise/xXx,4,"$213,702,345","$362,493,336","$683,307,291",xXx,4,"$213,702,345","$362,493,336","$683,307,291",2002,2020,18
232,Sex and the City,https://www.the-numbers.com/movies/franchise/Sex-and-the-City,2,"$247,994,950","$359,455,747","$709,928,036",Sex and the City,2,"$247,994,950","$359,455,747","$709,928,036",2008,2010,2
233,Mamma Mia,https://www.the-numbers.com/movies/franchise/Mamma-Mia,2,"$265,175,023","$359,305,863","$977,920,743",Mamma Mia,2,"$265,175,023","$359,144,961","$977,920,743",2008,2018,10
234,Arthur,https://www.the-numbers.com/movies/franchise/Arthur,2,"$96,145,678","$353,103,212","$96,145,678",Arthur,2,"$96,145,678","$353,103,212","$96,145,678",1981,1988,7
235,The Equalizer,https://www.the-numbers.com/movies/franchise/Equalizer-The,3,"$295,988,851","$347,130,833","$574,347,365",The Equalizer,3,"$295,988,851","$347,130,833","$574,347,365",2014,2023,9
236,Legally Blonde,https://www.the-numbers.com/movies/franchise/Legally-Blonde,4,"$187,132,514","$345,818,788","$267,148,323",Legally Blonde,4,"$187,132,514","$345,818,788","$267,148,323",2001,2025,24
237,Mask,https://www.the-numbers.com/movies/franchise/Mask,2,"$136,938,551","$345,295,613","$411,538,551",Mask,2,"$136,938,551","$345,295,613","$411,538,551",1994,2005,11
238,Hancock,https://www.the-numbers.com/movies/franchise/Hancock,2,"$227,946,274","$342,236,875","$624,234,272",Hancock,2,"$227,946,274","$342,236,875","$624,234,272",2008,2020,12
239,The Smurfs,https://www.the-numbers.com/movies/franchise/Smurfs-The,3,"$258,652,224","$342,139,823","$1,109,875,432",The Smurfs,3,"$258,652,224","$342,139,812","$1,109,875,432",2011,2017,6
240,Under Siege,https://www.the-numbers.com/movies/franchise/Under-Siege,2,"$133,587,222","$341,046,978","$260,887,222",Under Siege,2,"$133,587,222","$341,046,978","$260,887,222",1992,1995,3
242,Clash of the Titans,https://www.the-numbers.com/movies/franchise/Clash-of-the-Titans,2,"$246,884,971","$336,310,278","$798,484,971",Clash of the Titans,2,"$246,884,971","$336,310,278","$798,484,971",2010,2012,2
244,The Color Purple,https://www.the-numbers.com/movies/franchise/Color-Purple-The,2,"$154,648,663","$335,659,497","$161,538,855",The Color Purple,2,"$154,648,663","$335,659,497","$161,538,855",1985,2023,38
245,Bad News Bears,https://www.the-numbers.com/movies/franchise/Bad-News-Bears,3,"$89,218,131","$334,105,596","$89,850,402",Bad News Bears,3,"$89,218,131","$334,105,596","$89,850,402",1976,2005,29
246,Tron,https://www.the-numbers.com/movies/franchise/Tron,2,"$198,981,339","$333,507,565","$426,785,299",Tron,2,"$198,981,339","$333,507,565","$426,785,299",1982,2010,28
247,French Connection,https://www.the-numbers.com/movies/franchise/French-Connection,3,"$53,944,428","$333,185,901","$54,859,288",French Connection,3,"$53,944,428","$333,185,901","$54,859,288",1971,2008,37
248,Child's Play,https://www.the-numbers.com/movies/franchise/Childs-Play,8,"$153,028,417","$331,162,948","$217,121,594",Child's Play,8,"$153,028,417","$331,162,775","$217,121,594",1988,2019,31
249,The Expendables,https://www.the-numbers.com/movies/franchise/Expendables-The,4,"$244,129,413","$324,567,086","$840,842,411",The Expendables,4,"$244,129,413","$324,567,086","$840,842,411",2010,2023,13
250,Kingsman,https://www.the-numbers.com/movies/franchise/Kingsman,3,"$265,672,935","$323,125,422","$934,490,720",Kingsman,3,"$265,672,935","$323,125,422","$934,490,720",2015,2021,6
252,Annabelle,https://www.the-numbers.com/movies/franchise/Annabelle,3,"$260,518,605","$321,155,701","$793,021,583",Annabelle,3,"$260,518,605","$321,155,701","$793,021,583",2014,2019,5
253,Barbershop,https://www.the-numbers.com/movies/franchise/Barbershop,3,"$194,882,105","$320,860,415","$197,310,075",Barbershop,3,"$194,882,105","$320,860,415","$197,310,075",2002,2016,14
254,Step Up,https://www.the-numbers.com/movies/franchise/Step-Up,6,"$215,725,188","$319,721,820","$669,518,438",Step Up,6,"$215,725,188","$319,721,820","$669,518,438",2006,2019,13
255,Elf,https://www.the-numbers.com/movies/franchise/Elf,2,"$181,096,587","$317,993,539","$227,909,435",Elf,2,"$181,096,587","$313,548,535","$227,909,435",2003,2015,12
257,Basic Instinct,https://www.the-numbers.com/movies/franchise/Basic-Instinct,2,"$123,673,360","$315,593,253","$388,117,159",Basic Instinct,2,"$123,673,360","$315,593,253","$388,117,159",1992,2006,14
260,The Croods,https://www.the-numbers.com/movies/franchise/Croods-The,2,"$245,737,240","$313,954,543","$787,834,663",The Croods,2,"$245,737,240","$313,954,543","$787,834,663",2013,2020,7
261,Shaft,https://www.the-numbers.com/movies/franchise/Shaft,5,"$113,809,701","$308,399,943","$150,671,941",Shaft,5,"$113,809,701","$308,399,943","$150,671,941",1971,2019,48
262,Moana,https://www.the-numbers.com/movies/franchise/Moana,2,"$248,757,044","$308,290,601","$686,127,612",Moana,2,"$248,757,044","$308,290,601","$686,127,612",2016,2024,8
263,The Maze Runner,https://www.the-numbers.com/movies/franchise/Maze-Runner-The,3,"$242,157,497","$308,276,534","$924,764,559",The Maze Runner,3,"$242,157,497","$308,276,534","$924,764,559",2014,2018,4
264,Mighty Ducks,https://www.the-numbers.com/movies/franchise/Mighty-Ducks,3,"$119,292,816","$308,236,174","$119,292,816",Mighty Ducks,3,"$119,292,816","$308,236,174","$119,292,816",1992,1996,4
265,Mortal Kombat,https://www.the-numbers.com/movies/franchise/Mortal-Kombat,6,"$148,686,664","$303,742,735","$256,968,892",Mortal Kombat,6,"$148,686,664","$303,742,735","$256,968,892",1995,2025,30
266,Paul Blart: Mall Cop,https://www.the-numbers.com/movies/franchise/Paul-Blart-Mall-Cop,2,"$217,427,772","$301,243,402","$293,358,657",Paul Blart: Mall Cop,2,"$217,427,772","$301,243,402","$293,358,657",2009,2015,6
267,Space Jam,https://www.the-numbers.com/movies/franchise/Space-Jam,2,"$161,055,762","$295,005,577","$393,496,233",Space Jam,2,"$161,055,762","$295,005,577","$393,496,233",1996,2021,25
268,Trolls,https://www.the-numbers.com/movies/franchise/Trolls,3,"$256,853,004","$294,543,232","$601,372,045",Trolls,3,"$256,853,004","$294,394,209","$601,372,045",2016,2023,7
270,Zorro,https://www.the-numbers.com/movies/franchise/Zorro,2,"$139,404,081","$292,312,248","$375,175,336",Zorro,2,"$139,404,081","$292,312,248","$375,175,336",1998,2005,7
271,Has Fallen,https://www.the-numbers.com/movies/franchise/Has-Fallen,3,"$230,482,288","$290,332,631","$501,376,661",Has Fallen,3,"$230,482,288","$290,332,631","$501,376,661",2013,2019,6
272,Ride Along,https://www.the-numbers.com/movies/franchise/Ride-Along,2,"$225,065,250","$290,312,062","$278,561,116",Ride Along,2,"$225,065,250","$290,312,062","$278,561,116",2014,2016,2
273,Miss Congeniality,https://www.the-numbers.com/movies/franchise/Miss-Congeniality,2,"$155,285,673","$289,378,147","$314,713,294",Miss Congeniality,2,"$155,285,673","$289,378,147","$314,713,294",2000,2005,5
274,The Simpsons,https://www.the-numbers.com/movies/franchise/Simpsons-The,2,"$183,135,014","$286,947,010","$527,071,022",The Simpsons,2,"$183,135,014","$286,947,010","$527,071,022",2007,2021,14
275,Analyze This,https://www.the-numbers.com/movies/franchise/Analyze-This,2,"$139,007,907","$286,325,694","$231,880,415",Analyze This,2,"$139,007,907","$286,325,694","$231,880,415",1999,2002,3
277,Free Willy,https://www.the-numbers.com/movies/franchise/Free-Willy,3,"$111,294,914","$285,117,698","$187,294,914",Free Willy,3,"$111,294,914","$285,117,698","$187,294,914",1993,1997,4
279,Grudge,https://www.the-numbers.com/movies/franchise/Grudge,4,"$170,719,349","$280,940,059","$307,528,071",Grudge,4,"$170,719,349","$280,940,059","$307,528,071",2004,2019,15
280,True Grit,https://www.the-numbers.com/movies/franchise/True-Grit,2,"$39,132,592","$278,412,893","$45,659,900",True Grit,2,"$39,132,592","$278,412,893","$45,659,900",1969,1975,6
281,Mulan,https://www.the-numbers.com/movies/franchise/Mulan,2,"$120,620,254","$277,246,551","$303,500,000",Mulan,2,"$120,620,254","$277,246,551","$303,500,000",1998,2005,7
283,Get Shorty,https://www.the-numbers.com/movies/franchise/Get-Shorty,2,"$127,870,409","$272,288,279","$209,965,025",Get Shorty,2,"$127,870,409","$272,288,279","$209,965,025",1995,2005,10
284,The Boss Baby,https://www.the-numbers.com/movies/franchise/Boss-Baby-The,3,"$232,303,313","$271,052,967","$674,191,681",The Boss Baby,3,"$232,303,313","$271,052,967","$674,191,681",2017,2021,4
285,Lilo and Stitch,https://www.the-numbers.com/movies/franchise/Lilo-and-Stitch,3,"$145,771,527","$270,467,645","$245,799,997",Lilo and Stitch,3,"$145,771,527","$270,467,645","$245,799,997",2002,2025,23
286,Snow White and the Huntsman,https://www.the-numbers.com/movies/franchise/Snow-White-and-the-Huntsman,2,"$203,139,770","$269,920,668","$566,171,048",Snow White and the Huntsman,2,"$203,139,770","$269,920,668","$566,171,048",2012,2016,4
288,Eddie Felson,https://www.the-numbers.com/movies/franchise/Eddie-Felson,2,"$59,893,000","$269,576,075","$59,893,000",Eddie Felson,2,"$59,893,000","$269,576,075","$59,893,000",1961,1986,25
290,World War Z,https://www.the-numbers.com/movies/franchise/World-War-Z,1,"$202,706,711","$268,687,317","$531,861,650",World War Z,1,"$202,706,711","$268,687,317","$531,861,650",2013,2013,
291,Neighbors,https://www.the-numbers.com/movies/franchise/Neighbors,2,"$205,427,530","$267,001,724","$379,702,049",Neighbors,2,"$205,427,530","$267,001,724","$379,702,049",2014,2016,2
292,Garry Marshall's Holiday Franchise,https://www.the-numbers.com/movies/franchise/Garry-Marshall-s-Holiday-Franchise,3,"$197,523,151","$265,559,382","$416,786,623",Garry Marshall's Holiday Franchise,3,"$197,523,151","$265,559,382","$416,786,623",2010,2016,6
294,Magic Mike,https://www.the-numbers.com/movies/franchise/Magic-Mike,3,"$205,768,261","$264,458,765","$350,429,153",Magic Mike,3,"$205,768,261","$264,458,763","$350,429,153",2012,2023,11
295,Pet Sematary,https://www.the-numbers.com/movies/franchise/Pet-Sematary,3,"$129,286,328","$264,069,866","$186,372,035",Pet Sematary,3,"$129,286,328","$264,069,866","$186,372,035",1989,2019,30
296,Thomas Crown Affair,https://www.the-numbers.com/movies/franchise/Thomas-Crown-Affair,3,"$83,304,264","$262,270,339","$138,304,264",Thomas Crown Affair,3,"$83,304,264","$262,270,339","$138,304,264",1968,2012,44
297,Blues Brothers,https://www.the-numbers.com/movies/franchise/Blues-Brothers,2,"$71,319,088","$261,729,184","$71,334,646",Blues Brothers,2,"$71,319,088","$261,729,184","$71,334,477",1980,1998,18
299,Dumbo,https://www.the-numbers.com/movies/franchise/Dumbo,2,"$114,766,307","$261,423,407","$353,184,736",Dumbo,2,"$114,766,307","$261,423,407","$353,184,736",1941,2019,78
300,Death Wish,https://www.the-numbers.com/movies/franchise/Death-Wish,5,"$62,808,612","$258,288,757","$62,808,612",Death Wish,5,"$62,808,612","$258,288,757","$62,808,612",1974,1994,20
302,Conan,https://www.the-numbers.com/movies/franchise/Conan,3,"$85,959,106","$253,949,958","$168,870,218",Conan,3,"$85,959,106","$253,949,958","$168,870,218",1982,2011,29
303,The Red Curtain Trilogy,https://www.the-numbers.com/movies/franchise/Red-Curtain-Trilogy-The,3,"$115,463,097","$252,723,119","$339,309,687",The Red Curtain Trilogy,3,"$115,463,097","$252,723,119","$339,309,687",1992,2001,9
304,Ghost Rider,https://www.the-numbers.com/movies/franchise/Ghost-Rider,2,"$167,576,598","$251,562,543","$378,762,944",Ghost Rider,2,"$167,576,598","$251,562,543","$378,762,944",2007,2012,5
305,Diary of a Wimpy Kid,https://www.the-numbers.com/movies/franchise/Diary-of-a-Wimpy-Kid,7,"$186,449,546","$250,379,881","$263,488,777",Diary of a Wimpy Kid,7,"$186,449,546","$250,379,881","$263,488,777",2010,2023,13
307,The Hunchback of Notre Dame,https://www.the-numbers.com/movies/franchise/Hunchback-of-Notre-Dame-The,2,"$100,138,851","$244,230,041","$325,500,000",The Hunchback of Notre Dame,2,"$100,138,851","$244,230,041","$325,500,000",1996,2001,5
308,Friday,https://www.the-numbers.com/movies/franchise/Friday,4,"$117,897,755","$244,076,621","$121,138,920",Friday,4,"$117,897,755","$244,076,621","$121,138,920",1995,2019,24
310,Hellboy,https://www.the-numbers.com/movies/franchise/Hellboy,4,"$157,514,209","$243,364,936","$315,509,209",Hellboy,4,"$157,514,209","$243,364,936","$315,384,805",2004,2024,20
313,Cats and Dogs,https://www.the-numbers.com/movies/franchise/Cats-and-Dogs,3,"$136,960,904","$237,392,341","$318,307,256",Cats and Dogs,3,"$136,960,904","$237,392,341","$318,307,256",2001,2020,19
314,Now You See Me,https://www.the-numbers.com/movies/franchise/Now-You-See-Me,3,"$182,799,529","$237,196,415","$671,094,207",Now You See Me,4,"$182,799,529","$237,196,415","$671,094,207",2013,2025,12
315,Bridget Jones,https://www.the-numbers.com/movies/franchise/Bridget-Jones,4,"$135,843,381","$236,034,751","$743,787,987",Bridget Jones,4,"$135,843,381","$236,034,751","$743,787,987",2001,2025,24
316,Riddick,https://www.the-numbers.com/movies/franchise/Riddick,4,"$138,972,974","$234,377,661","$255,158,597",Riddick,4,"$138,972,974","$234,377,661","$255,158,597",2000,2023,23
317,Kindergarten Cop,https://www.the-numbers.com/movies/franchise/Kindergarten-Cop,2,"$91,457,688","$233,896,247","$202,000,000",Kindergarten Cop,2,"$91,457,688","$233,896,247","$202,000,000",1990,2016,26
320,Horrible Bosses,https://www.the-numbers.com/movies/franchise/Horrible-Bosses,2,"$171,983,916","$231,563,595","$318,362,958",Horrible Bosses,2,"$171,983,916","$231,563,595","$318,362,958",2011,2014,3
321,Young Guns,https://www.the-numbers.com/movies/franchise/Young-Guns,2,"$88,870,054","$230,076,656","$88,870,054",Young Guns,2,"$88,870,054","$230,076,656","$88,870,054",1988,1990,2
322,Bad Moms,https://www.the-numbers.com/movies/franchise/Bad-Moms,3,"$185,367,956","$227,803,456","$308,196,151",Bad Moms,3,"$185,367,956","$227,803,456","$308,196,151",2016,2019,3
326,Blade Runner,https://www.the-numbers.com/movies/franchise/Blade-Runner,2,"$124,710,487","$224,283,743","$297,739,223",Blade Runner,2,"$124,710,487","$224,283,743","$297,739,223",1982,2017,35
327,Major League,https://www.the-numbers.com/movies/franchise/Major-League,3,"$83,970,444","$223,610,251","$83,970,444",Major League,3,"$83,970,444","$223,610,251","$83,970,444",1989,1998,9
329,Shanghai Noon,https://www.the-numbers.com/movies/franchise/Shanghai-Noon,2,"$117,402,525","$221,968,900","$159,506,670",Shanghai Noon,2,"$117,402,525","$221,968,900","$159,506,670",2000,2003,3
330,Are We There Yet?,https://www.the-numbers.com/movies/franchise/Are-We-There-Yet,2,"$132,336,931","$216,851,687","$156,502,539",Are We There Yet?,2,"$132,336,931","$216,851,687","$156,502,539",2005,2007,2
331,The Shining,https://www.the-numbers.com/movies/franchise/Shining-The,2,"$76,634,610","$214,696,808","$117,943,005",The Shining,2,"$76,634,610","$213,563,787","$117,944,275",1980,2019,39
332,Kenneth Branagh's Hercule Poirot,https://www.the-numbers.com/movies/franchise/Kenneth-Branagh-s-Hercule-Poirot,3,"$190,928,059","$212,719,349","$595,858,574",Kenneth Branagh's Hercule Poirot,3,"$190,928,059","$212,719,349","$595,858,574",2017,2023,6
333,Marley and Me,https://www.the-numbers.com/movies/franchise/Marley-and-Me,2,"$143,153,751","$212,592,499","$247,812,011",Marley and Me,2,"$143,153,751","$212,592,499","$247,812,011",2008,2011,3
334,Percy Jackson,https://www.the-numbers.com/movies/franchise/Percy-Jackson,2,"$157,327,857","$212,189,413","$423,910,428",Percy Jackson,2,"$157,327,857","$212,189,413","$423,910,428",2010,2013,3
