festival_id,event,year,month,country,viewing_id,movie_title,imdb_id,movie_id
fest.lib.id285,cannes film festival,2013,5,France,1072,The Bling Ring,tt2132285,96936
fest.lib.id1557,seattle international film festival,2013,6,United States,1072,The Bling Ring,tt2132285,96936
fest.lib.id1664,sydney film festival,2013,6,Australia,1072,The Bling Ring,tt2132285,96936
fest.lib.id7160,edinburgh international film festival,2013,6,United Kingdom,1072,The Bling Ring,tt2132285,96936
fest.lib.id.na336,new zealand international film festival,2013,7,New Zealand,1072,The Bling Ring,tt2132285,96936
fest.lib.id1735,tokyo international film festival,2013,10,Japan,1072,The Bling Ring,tt2132285,96936
fest.lib.id268,buff film festival,2014,3,Sweden,1072,The Bling Ring,tt2132285,96936
fest.lib.id1894,munich international film festival,2015,6,Germany,1072,The Bling Ring,tt2132285,96936
fest.lib.id1888,berlin international film festival,2013,2,Germany,1090,The Croods,tt0481499,49519
fest.lib.id1736,toronto international film festival,2013,9,Canada,1112,The F Word,tt1486834,212716
fest.lib.id.survey.na41,athens film festival,2014,9,Greece,1112,The F Word,tt1486834,212716
fest.lib.id1736,toronto international film festival,2013,9,Canada,1113,The Face of Love,tt1839642,214086
fest.lib.id1535,donostia-san sebastian international film festival,2013,9,Spain,1113,The Face of Love,tt1839642,214086
fest.lib.id1821,vancouver international film festival,2013,10,Canada,1113,The Face of Love,tt1839642,214086
fest.lib.id.na4,dallas international film festival,2014,4,United States,1113,The Face of Love,tt1839642,214086
fest.lib.id6822,champs-elysees film festival,2014,6,France,1113,The Face of Love,tt1839642,214086
fest.lib.id.na35,baltic pearl film festival,2014,9,Latvia,1113,The Face of Love,tt1839642,214086
fest.lib.id907,festival internacional de cine de uruguay,2015,4,Uruguay,1113,The Face of Love,tt1839642,214086
fest.lib.id1736,toronto international film festival,2013,9,Canada,1117,The Fifth Estate,tt1837703,162903
fest.lib.id759,helsinki international film festival,2013,9,Finland,1117,The Fifth Estate,tt1837703,162903
fest.lib.id1494,rio de janeiro international film festival,2013,9,Brazil,1117,The Fifth Estate,tt1837703,162903
fest.lib.id192,beirut international film festival,2013,10,Lebanon,1117,The Fifth Estate,tt1837703,162903
fest.lib.id308,chicago international film festival,2013,10,United States,1117,The Fifth Estate,tt1837703,162903
fest.lib.id.na9,american film festival,2013,10,Poland,1117,The Fifth Estate,tt1837703,162903
fest.lib.id1669,taipei golden horse film festival,2013,11,Taiwan,1117,The Fifth Estate,tt1837703,162903
fest.lib.id1648,stockholm international film festival,2013,11,Sweden,1117,The Fifth Estate,tt1837703,162903
fest.lib.id285,cannes film festival,2013,5,France,1137,The Great Gatsby,tt1343092,64682
fest.lib.id1736,toronto international film festival,2013,9,Canada,1140,The Green Inferno,tt2403021,171424
fest.lib.id1494,rio film festival,2013,10,Brazil,1140,The Green Inferno,tt2403021,171424
fest.lib.id1613,sitges - catalonian international film festival,2013,10,Spain,1140,The Green Inferno,tt2403021,171424
fest.lib.id39,afi fest,2013,11,United States,1140,The Green Inferno,tt2403021,171424
fest.lib.id1503,rome film festival,2013,11,Italy,1140,The Green Inferno,tt2403021,171424
fest.lib.id7558,fantasy filmfest,2014,3,Germany,1140,The Green Inferno,tt2403021,171424
fest.lib.id.na427,stanley film festival,2014,4,United States,1140,The Green Inferno,tt2403021,171424
fest.lib.id7160,edinburgh international film festival,2014,7,United Kingdom,1140,The Green Inferno,tt2403021,171424
fest.lib.id510,fantasia international film festival,2014,8,Canada,1140,The Green Inferno,tt2403021,171424
fest.lib.id1182,morelia international film festival,2014,10,Mexico,1140,The Green Inferno,tt2403021,171424
fest.lib.id.na74,canberra international film festival,2014,11,Australia,1140,The Green Inferno,tt2403021,171424
fest.lib.id415,deauville film festival,2015,9,France,1140,The Green Inferno,tt2403021,171424
fest.lib.id.na348,old town taito international comedy film festival,2015,9,Japan,1140,The Green Inferno,tt2403021,171424
id604,fanter film festival - cáceres,2016,4,Spain,1140,The Green Inferno,tt2403021,171424
fest.lib.id285,cannes film festival,2013,5,France,1147,The Immigrant,tt1951181,152599
fest.lib.id1894,munich international film festival,2013,7,Germany,1147,The Immigrant,tt1951181,152599
fest.lib.id1489,reykjavik international film festival,2013,9,Iceland,1147,The Immigrant,tt1951181,152599
fest.lib.id1887,zurich film festival,2013,9,Switzerland,1147,The Immigrant,tt1951181,152599
fest.lib.id1494,rio de janeiro international film festival,2013,10,Brazil,1147,The Immigrant,tt1951181,152599
fest.lib.id1296,new york film festival,2013,10,United States,1147,The Immigrant,tt1951181,152599
fest.lib.id192,beirut international film festival,2013,10,Lebanon,1147,The Immigrant,tt1951181,152599
fest.lib.id308,chicago international film festival,2013,10,United States,1147,The Immigrant,tt1951181,152599
fest.lib.id.na17,arras international film festival,2013,11,France,1147,The Immigrant,tt1951181,152599
fest.lib.id1041,ljubljana international film festival,2013,11,Slovenia,1147,The Immigrant,tt1951181,152599
fest.lib.id.na405,seville european film festival,2013,11,Spain,1147,The Immigrant,tt1951181,152599
fest.lib.id6031,napa valley film festival,2013,11,United States,1147,The Immigrant,tt1951181,152599
fest.lib.id.na305,lisbon & estoril film festival,2013,11,Portugal,1147,The Immigrant,tt1951181,152599
fest.lib.id897,marrakech international film festival,2013,12,Morocco,1147,The Immigrant,tt1951181,152599
fest.lib.id7444,arthouse film festival,2014,3,United States,1147,The Immigrant,tt1951181,152599
fest.lib.id1147,miami international film festival,2014,3,United States,1147,The Immigrant,tt1951181,152599
fest.lib.id1272,newport beach international film festival,2014,4,United States,1147,The Immigrant,tt1951181,152599
fest.lib.id958,jerusalem film festival,2014,7,Israel,1147,The Immigrant,tt1951181,152599
fest.lib.id469,durban international film festival,2014,7,South Africa,1147,The Immigrant,tt1951181,152599
fest.lib.id.na368,paulinia film festival,2014,7,Brazil,1147,The Immigrant,tt1951181,152599
fest.lib.id4680,melbourne international film festival,2014,8,Australia,1147,The Immigrant,tt1951181,152599
fest.lib.id1402,gdynia film festival,2014,9,Poland,1147,The Immigrant,tt1951181,152599
fest.lib.id870,istanbul international crime and punishment film festival,2014,11,Turkey,1147,The Immigrant,tt1951181,152599
fest.lib.id.na404,sesc best films festival,2015,4,Brazil,1147,The Immigrant,tt1951181,152599
fest.lib.id1735,tokyo international film festival,1987,10,Japan,1159,The Last Emperor,tt0093389,746
fest.lib.id.na264,italian film festival,2011,11,Philippines,1159,The Last Emperor,tt0093389,746
fest.lib.id543,cine europa film festival,2012,9,Philippines,1159,The Last Emperor,tt0093389,746
fest.lib.id285,cannes film festival,2013,5,France,1159,The Last Emperor,tt0093389,746
fest.lib.id39,afi fest,2013,11,United States,1159,The Last Emperor,tt0093389,746
fest.lib.id1697,telluride film festival,2006,9,United States,1161,The Last King of Scotland,tt0455590,1523
fest.lib.id1736,toronto international film festival,2006,9,Canada,1161,The Last King of Scotland,tt0455590,1523
fest.lib.id208,london film festival,2006,10,United Kingdom,1161,The Last King of Scotland,tt0455590,1523
fest.lib.id.na236,internationale hofer filmtage,2006,10,Germany,1161,The Last King of Scotland,tt0455590,1523
fest.lib.id1732,thessaloniki international film festival,2006,11,Greece,1161,The Last King of Scotland,tt0455590,1523
fest.lib.id1648,stockholm international film festival,2006,11,Sweden,1161,The Last King of Scotland,tt0455590,1523
fest.lib.id.survey.na516,oslo international film festival,2006,11,Norway,1161,The Last King of Scotland,tt0455590,1523
fest.lib.id.na41,belgrade film festival,2007,2,Serbia,1161,The Last King of Scotland,tt0455590,1523
fest.lib.id525,ouagadougou panafrican film and television festival,2007,3,Burkina Faso,1161,The Last King of Scotland,tt0455590,1523
fest.lib.id1623,sofia film fest,2007,3,Bulgaria,1161,The Last King of Scotland,tt0455590,1523
fest.lib.id874,international documentary festival amsterdam,2013,11,Netherlands,1161,The Last King of Scotland,tt0455590,1523
fest.lib.id284,cannes international critics' week,2013,5,France,1174,The Lunchbox,tt2350496,191714
fest.lib.id974,karlovy vary film festival,2013,7,Czechia,1174,The Lunchbox,tt2350496,191714
fest.lib.id1258,new horizons film festival,2013,7,Poland,1174,The Lunchbox,tt2350496,191714
fest.lib.id7964,two riversides film and art festival,2013,8,Poland,1174,The Lunchbox,tt2350496,191714
fest.lib.id.na220,gindou film festival,2013,8,France,1174,The Lunchbox,tt2350496,191714
fest.lib.id1697,telluride film festival,2013,8,United States,1174,The Lunchbox,tt2350496,191714
fest.lib.id1736,toronto international film festival,2013,9,Canada,1174,The Lunchbox,tt2350496,191714
fest.lib.id895,film by the sea film festival,2013,9,Netherlands,1174,The Lunchbox,tt2350496,191714
fest.lib.id1489,reykjavik international film festival,2013,9,Iceland,1174,The Lunchbox,tt2350496,191714
fest.lib.id1821,vancouver international film festival,2013,9,Canada,1174,The Lunchbox,tt2350496,191714
fest.lib.id1887,zurich film festival,2013,9,Switzerland,1174,The Lunchbox,tt2350496,191714
fest.lib.id480,edmonton international film festival,2013,10,Canada,1174,The Lunchbox,tt2350496,191714
fest.lib.id208,london film festival,2013,10,United Kingdom,1174,The Lunchbox,tt2350496,191714
fest.lib.id1540,sao paulo international film festival,2013,10,Brazil,1174,The Lunchbox,tt2350496,191714
fest.lib.id1648,stockholm international film festival,2013,11,Sweden,1174,The Lunchbox,tt2350496,191714
fest.lib.id670,free zone festival belgrade,2013,11,Serbia,1174,The Lunchbox,tt2350496,191714
fest.lib.id.na17,arras international film festival,2013,11,France,1174,The Lunchbox,tt2350496,191714
fest.lib.id39,afi fest,2013,11,United States,1174,The Lunchbox,tt2350496,191714
fest.lib.id1704,torino film festival,2013,11,Italy,1174,The Lunchbox,tt2350496,191714
fest.lib.id463,dubai international film festival,2013,12,United Arab Emirates,1174,The Lunchbox,tt2350496,191714
fest.lib.id9318,glasgow film festival,2014,2,United Kingdom,1174,The Lunchbox,tt2350496,191714
fest.lib.id.na473,vilnius international film festival,2014,3,Lithuania,1174,The Lunchbox,tt2350496,191714
fest.lib.id5532,stockholm filmfestival junior,2014,4,Sweden,1174,The Lunchbox,tt2350496,191714
fest.lib.id1617,skopje film festival,2014,4,North Macedonia,1174,The Lunchbox,tt2350496,191714
fest.lib.id.na197,food film festival,2014,5,Netherlands,1174,The Lunchbox,tt2350496,191714
fest.lib.id1664,sydney film festival,2014,6,Australia,1174,The Lunchbox,tt2350496,191714
fest.lib.id.na336,new zealand international film festival,2014,7,New Zealand,1174,The Lunchbox,tt2350496,191714
fest.lib.id1766,traverse city film festival,2014,8,United States,1174,The Lunchbox,tt2350496,191714
fest.lib.id285,cannes film festival,2013,5,France,1195,The Past,tt2404461,152780
fest.lib.id1664,sydney film festival,2013,6,Australia,1195,The Past,tt2404461,152780
fest.lib.id1894,munich international film festival,2013,7,Germany,1195,The Past,tt2404461,152780
fest.lib.id469,durban international film festival,2013,7,South Africa,1195,The Past,tt2404461,152780
fest.lib.id.na336,new zealand international film festival,2013,7,New Zealand,1195,The Past,tt2404461,152780
fest.lib.id4680,melbourne international film festival,2013,8,Australia,1195,The Past,tt2404461,152780
fest.lib.id1697,telluride film festival,2013,9,United States,1195,The Past,tt2404461,152780
fest.lib.id1736,toronto international film festival,2013,9,Canada,1195,The Past,tt2404461,152780
fest.lib.id.na266,jameson cinefest international film festival,2013,9,Hungary,1195,The Past,tt2404461,152780
fest.lib.id.survey.na41,athens film festival,2013,9,Greece,1195,The Past,tt2404461,152780
fest.lib.id1821,vancouver international film festival,2013,10,Canada,1195,The Past,tt2404461,152780
fest.lib.id480,edmonton international film festival,2013,10,Canada,1195,The Past,tt2404461,152780
fest.lib.id7505,mill valley film festival,2013,10,United States,1195,The Past,tt2404461,152780
fest.lib.id217,busan international film festival,2013,10,South Korea,1195,The Past,tt2404461,152780
fest.lib.id33,adelaide film festival,2013,10,Australia,1195,The Past,tt2404461,152780
fest.lib.id752,hamptons international film festival,2013,10,United States,1195,The Past,tt2404461,152780
fest.lib.id208,london film festival,2013,10,United Kingdom,1195,The Past,tt2404461,152780
fest.lib.id39,afi fest,2013,11,United States,1195,The Past,tt2404461,152780
fest.lib.id.na305,lisbon & estoril film festival,2013,11,Portugal,1195,The Past,tt2404461,152780
fest.lib.id.na194,oslo films from the south festival,2013,11,Norway,1195,The Past,tt2404461,152780
fest.lib.id716,gijon international film festival,2013,11,Spain,1195,The Past,tt2404461,152780
fest.lib.id1644,st. louis international film festival,2013,11,United States,1195,The Past,tt2404461,152780
fest.lib.id.na30,auteur film festival belgrade,2013,12,Serbia,1195,The Past,tt2404461,152780
fest.lib.id1359,palm springs international film festival,2014,1,United States,1195,The Past,tt2404461,152780
fest.lib.id.na289,kustendorf film and music festival,2014,1,Serbia,1195,The Past,tt2404461,152780
fest.lib.id731,goteborg international film festival,2014,1,Sweden,1195,The Past,tt2404461,152780
fest.lib.id7532,brisbane film festival,2014,12,Australia,1195,The Past,tt2404461,152780
fest.lib.id1736,toronto international film festival,2013,9,Canada,1205,The Railway Man,tt2058107,127560
fest.lib.id1535,donostia-san sebastian international film festival,2013,9,Spain,1205,The Railway Man,tt2058107,127560
fest.lib.id1887,zurich film festival,2013,9,Switzerland,1205,The Railway Man,tt2058107,127560
fest.lib.id1735,tokyo international film festival,2013,10,Japan,1205,The Railway Man,tt2058107,127560
fest.lib.id1543,sarajevo film festival,2014,8,Bosnia & Herzegovina,1205,The Railway Man,tt2058107,127560
fest.lib.id1658,sundance film festival,2013,1,United States,1232,The Square,tt2486682,159037
fest.lib.id.na50,biografilm festival,2013,6,Italy,1232,The Square,tt2486682,159037
fest.lib.id1736,toronto international film festival,2013,9,Canada,1232,The Square,tt2486682,159037
fest.lib.id1296,new york film festival,2013,10,United States,1232,The Square,tt2486682,159037
fest.lib.id752,hamptons international film festival,2013,10,United States,1232,The Square,tt2486682,159037
fest.lib.id463,dubai international film festival,2013,12,United Arab Emirates,1232,The Square,tt2486682,159037
fest.lib.id1359,palm springs international film festival,2014,1,United States,1232,The Square,tt2486682,159037
fest.lib.id1888,berlin international film festival,2014,2,Germany,1232,The Square,tt2486682,159037
fest.lib.id.na207,fribourg international film festival,2014,3,Switzerland,1232,The Square,tt2486682,159037
fest.lib.id997,krakow film festival,2014,5,Poland,1232,The Square,tt2486682,159037
fest.lib.id437,docaviv film festival,2014,5,Israel,1232,The Square,tt2486682,159037
fest.lib.id971,kaohsiung film festival,2014,10,Taiwan,1232,The Square,tt2486682,159037
fest.lib.id54,african film festival afrykamera,2015,4,Poland,1232,The Square,tt2486682,159037
fest.lib.id285,cannes film festival,2013,5,France,13,Blood Ties,tt1747958,190955
fest.lib.id1736,toronto international film festival,2013,9,Canada,13,Blood Ties,tt1747958,190955
fest.lib.id213,festival du film francais d'helvetie de biennefrench speaking region,2013,9,Switzerland,13,Blood Ties,tt1747958,190955
fest.lib.id291,cartagena film festival,2014,3,Colombia,13,Blood Ties,tt1747958,190955
fest.lib.id8168,charleston film festival,2014,3,United States,13,Blood Ties,tt1747958,190955
fest.lib.id.na62,bucharest international film festival,2014,4,Romania,13,Blood Ties,tt1747958,190955
fest.lib.id7901,east end film festival,2014,6,United Kingdom,13,Blood Ties,tt1747958,190955
fest.lib.id469,durban international film festival,2014,7,South Africa,13,Blood Ties,tt1747958,190955
fest.lib.id1736,toronto international film festival,2013,9,Canada,130,Afflicted,tt2309961,210947
fest.lib.id511,austin fantastic fest,2013,9,United States,130,Afflicted,tt2309961,210947
fest.lib.id1613,sitges film festival,2013,10,Spain,130,Afflicted,tt2309961,210947
fest.lib.id389,cph:pix,2014,4,Denmark,130,Afflicted,tt2309961,210947
fest.lib.id1697,telluride film festival,2013,8,United States,1315,Under the Skin,tt1441395,97370
fest.lib.id1808,venice film festival,2013,9,Italy,1315,Under the Skin,tt1441395,97370
fest.lib.id1736,toronto international film festival,2013,9,Canada,1315,Under the Skin,tt1441395,97370
fest.lib.id208,london film festival,2013,10,United Kingdom,1315,Under the Skin,tt1441395,97370
fest.lib.id9318,glasgow film festival,2014,3,United Kingdom,1315,Under the Skin,tt1441395,97370
fest.lib.id1669,golden horse fantastic film festival,2014,4,Taiwan,1315,Under the Skin,tt1441395,97370
fest.lib.id6822,champs-elysees film festival,2014,6,France,1315,Under the Skin,tt1441395,97370
fest.lib.id1251,neuchatel international fantastic film festival,2014,7,Switzerland,1315,Under the Skin,tt1441395,97370
fest.lib.id958,jerusalem film festival,2014,7,Israel,1315,Under the Skin,tt1441395,97370
fest.lib.id7558,fantasy filmfest,2014,8,Germany,1315,Under the Skin,tt1441395,97370
fest.lib.id.na459,utopia film festival,2014,9,Israel,1315,Under the Skin,tt1441395,97370
fest.lib.id895,film by the sea film festival,2014,9,Netherlands,1315,Under the Skin,tt1441395,97370
fest.lib.id.na43,bergen international film festival,2014,9,Norway,1315,Under the Skin,tt1441395,97370
fest.lib.id1613,sitges international fantastic film festival,2014,10,Spain,1315,Under the Skin,tt1441395,97370
fest.lib.id716,gijon international film festival,2014,11,Spain,1315,Under the Skin,tt1441395,97370
fest.lib.id.na110,d'a film festival,2015,4,Spain,1315,Under the Skin,tt1441395,97370
fest.lib.id2635,off plus camera krakow,2015,5,Poland,1315,Under the Skin,tt1441395,97370
fest.lib.id285,cannes film festival,2013,5,France,1404,Zulu,tt2249221,185567
fest.lib.id.na17,arras international film festival,2013,11,France,1404,Zulu,tt2249221,185567
fest.lib.id469,durban international film festival,2014,7,South Africa,1404,Zulu,tt2249221,185567
fest.lib.id1736,toronto international film festival,2013,9,Canada,1454,Redemption,tt3123116,218974
fest.lib.id174,buenos aires international festival of independent cinema,2014,4,Argentina,1454,Redemption,tt3123116,218974
fest.lib.id117,annecy international animated film festival,2013,7,France,1458,Khumba,tt1487931,172391
fest.lib.id1736,toronto international film festival,2013,9,Canada,1458,Khumba,tt1487931,172391
fest.lib.id5532,stockholm filmfestival junior,2014,4,Sweden,1458,Khumba,tt1487931,172391
fest.lib.id2022,hill country film festival,2014,5,United States,1458,Khumba,tt1487931,172391
fest.lib.id807,human rights nights film festival,2014,5,Italy,1458,Khumba,tt1487931,172391
fest.lib.id1736,toronto international film festival,2013,9,Canada,175,August: Osage County,tt1322269,152737
fest.lib.id7505,mill valley film festival,2013,10,United States,175,August: Osage County,tt1322269,152737
fest.lib.id1259,new orleans film festival,2013,10,United States,175,August: Osage County,tt1322269,152737
fest.lib.id752,hamptons international film festival,2013,10,United States,175,August: Osage County,tt1322269,152737
fest.lib.id308,chicago international film festival,2013,10,United States,175,August: Osage County,tt1322269,152737
fest.lib.id754,hawaii film festival,2013,10,United States,175,August: Osage County,tt1322269,152737
fest.lib.id162,austin film festival,2013,10,United States,175,August: Osage County,tt1322269,152737
fest.lib.id39,afi fest,2013,11,United States,175,August: Osage County,tt1322269,152737
fest.lib.id6031,napa valley film festival,2013,11,United States,175,August: Osage County,tt1322269,152737
fest.lib.id1644,st. louis international film festival,2013,11,United States,175,August: Osage County,tt1322269,152737
fest.lib.id463,dubai international film festival,2013,12,United Arab Emirates,175,August: Osage County,tt1322269,152737
fest.lib.id731,goteborg international film festival,2014,1,Sweden,175,August: Osage County,tt1322269,152737
fest.lib.id.na359,pac festival,2014,2,Netherlands,175,August: Osage County,tt1322269,152737
fest.lib.id.na41,belgrade film festival,2014,3,Serbia,175,August: Osage County,tt1322269,152737
fest.lib.id1658,sundance film festival,2013,1,United States,195,Before Midnight,tt2209418,132344
fest.lib.id1888,berlin international film festival,2013,2,Germany,195,Before Midnight,tt2209418,132344
fest.lib.id1662,south by southwest film festival,2013,3,United States,195,Before Midnight,tt2209418,132344
fest.lib.id942,international istanbul film festival,2013,4,Turkey,195,Before Midnight,tt2209418,132344
fest.lib.id1768,tribeca film festival,2013,4,United States,195,Before Midnight,tt2209418,132344
fest.lib.id2024,indielisboa international film festival,2013,4,Portugal,195,Before Midnight,tt2209418,132344
fest.lib.id1529,san francisco international film festival,2013,5,United States,195,Before Midnight,tt2209418,132344
fest.lib.id1664,sydney film festival,2013,6,Australia,195,Before Midnight,tt2209418,132344
fest.lib.id1668,taipei film festival,2013,6,Taiwan,195,Before Midnight,tt2209418,132344
fest.lib.id1536,santa barbara film festival,2014,2,United States,195,Before Midnight,tt2209418,132344
fest.lib.id224,beijing international film festival,2015,4,China,195,Before Midnight,tt2209418,132344
fest.lib.id1658,sundance film festival,2013,1,United States,21,Don Jon's Addiction,tt2229499,138697
fest.lib.id1888,berlin international film festival,2013,2,Germany,21,Don Jon's Addiction,tt2229499,138697
fest.lib.id1662,south by southwest film festival,2013,3,United States,21,Don Jon's Addiction,tt2229499,138697
fest.lib.id.na306,little rock film festival,2013,5,United States,21,Don Jon's Addiction,tt2229499,138697
fest.lib.id1736,toronto international film festival,2013,9,Canada,21,Don Jon's Addiction,tt2229499,138697
fest.lib.id.na266,jameson cinefest international film festival,2013,9,Hungary,21,Don Jon's Addiction,tt2229499,138697
fest.lib.id1434,quebec city film festival,2013,9,Canada,21,Don Jon's Addiction,tt2229499,138697
fest.lib.id1494,rio de janeiro international film festival,2013,9,Brazil,21,Don Jon's Addiction,tt2229499,138697
fest.lib.id.survey.na41,athens film festival,2013,9,Greece,21,Don Jon's Addiction,tt2229499,138697
fest.lib.id1887,zurich film festival,2013,10,Switzerland,21,Don Jon's Addiction,tt2229499,138697
fest.lib.id.na22,aspen shortsfest,2013,10,Indonesia,21,Don Jon's Addiction,tt2229499,138697
fest.lib.id208,london film festival,2013,10,United Kingdom,21,Don Jon's Addiction,tt2229499,138697
fest.lib.id1191,mumbai international film festival,2013,10,India,21,Don Jon's Addiction,tt2229499,138697
fest.lib.id.na9,american film festival,2013,10,Poland,21,Don Jon's Addiction,tt2229499,138697
fest.lib.id.na341,night visions film festival,2013,10,Finland,21,Don Jon's Addiction,tt2229499,138697
fest.lib.id381,cork international film festival,2013,11,Ireland,21,Don Jon's Addiction,tt2229499,138697
fest.lib.id285,cannes film festival,2013,5,France,228,Blue Ruin,tt2359024,188166
fest.lib.id1050,locarno film festival,2013,8,Switzerland,228,Blue Ruin,tt2359024,188166
fest.lib.id415,deauville american film festival,2013,9,France,228,Blue Ruin,tt2359024,188166
fest.lib.id.na292,l'etrange festival,2013,9,France,228,Blue Ruin,tt2359024,188166
fest.lib.id1736,toronto international film festival,2013,9,Canada,228,Blue Ruin,tt2359024,188166
fest.lib.id511,austin fantastic fest,2013,9,United States,228,Blue Ruin,tt2359024,188166
fest.lib.id33,adelaide film festival,2013,10,Australia,228,Blue Ruin,tt2359024,188166
fest.lib.id308,chicago international film festival,2013,10,United States,228,Blue Ruin,tt2359024,188166
fest.lib.id752,hamptons international film festival,2013,10,United States,228,Blue Ruin,tt2359024,188166
fest.lib.id754,hawaii film festival,2013,10,United States,228,Blue Ruin,tt2359024,188166
fest.lib.id1454,razor reel fantastic film festival bruges,2013,10,Belgium,228,Blue Ruin,tt2359024,188166
fest.lib.id39,afi fest,2013,11,United States,228,Blue Ruin,tt2359024,188166
fest.lib.id7709,virginia film festival,2013,11,United States,228,Blue Ruin,tt2359024,188166
fest.lib.id1704,torino film festival,2013,11,Italy,228,Blue Ruin,tt2359024,188166
fest.lib.id909,international film festival rotterdam,2014,1,Netherlands,228,Blue Ruin,tt2359024,188166
fest.lib.id9318,glasgow film festival,2014,2,United Kingdom,228,Blue Ruin,tt2359024,188166
fest.lib.id.na309,luxembourg city film festival,2014,2,Luxembourg,228,Blue Ruin,tt2359024,188166
fest.lib.id7671,sun valley film festival,2014,3,United States,228,Blue Ruin,tt2359024,188166
fest.lib.id.na254,international film festival vilnius,2014,3,Lithuania,228,Blue Ruin,tt2359024,188166
fest.lib.id763,hong kong international film festival,2014,3,China,228,Blue Ruin,tt2359024,188166
fest.lib.id.na39,beaune film festival,2014,4,France,228,Blue Ruin,tt2359024,188166
fest.lib.id389,cph:pix,2014,4,Denmark,228,Blue Ruin,tt2359024,188166
fest.lib.id1544,sarasota film festival,2014,4,United States,228,Blue Ruin,tt2359024,188166
fest.lib.id1067,sundance london film festival,2014,4,United Kingdom,228,Blue Ruin,tt2359024,188166
fest.lib.id5839,calgary underground film festival,2014,4,Canada,228,Blue Ruin,tt2359024,188166
fest.lib.id1258,new horizons film festival,2014,7,Poland,228,Blue Ruin,tt2359024,188166
fest.lib.id1766,traverse city film festival,2014,7,United States,228,Blue Ruin,tt2359024,188166
fest.lib.id7558,fantasy filmfest,2014,8,Germany,228,Blue Ruin,tt2359024,188166
fest.lib.id1364,panorama of european cinema,2014,10,Greece,228,Blue Ruin,tt2359024,188166
fest.lib.id971,kaohsiung film festival,2014,10,Taiwan,228,Blue Ruin,tt2359024,188166
fest.lib.id1041,ljubljana international film festival,2014,11,Slovenia,228,Blue Ruin,tt2359024,188166
fest.lib.id.na41,belgrade film festival,2015,2,Serbia,228,Blue Ruin,tt2359024,188166
fest.lib.id1736,toronto international film festival,1999,9,Canada,253,But I’m A Cheerleader,tt0179116,20770
fest.lib.id1658,sundance film festival,2000,1,United States,253,But I’m A Cheerleader,tt0179116,20770
fest.lib.id1443,mardi gras film festival,2000,2,Australia,253,But I’m A Cheerleader,tt0179116,20770
fest.lib.id930,creteil international women's film festival,2000,3,France,253,But I’m A Cheerleader,tt0179116,20770
fest.lib.id7788,kansas city gay and lesbian festival,2000,6,United States,253,But I’m A Cheerleader,tt0179116,20770
fest.lib.id1286,north carolina gay and lesbian film festival,2000,8,United States,253,But I’m A Cheerleader,tt0179116,20770
id245,gay and lesbian film festival,2004,11,Czechia,253,But I’m A Cheerleader,tt0179116,20770
id238,paris gay and lesbian film festival,2004,11,France,253,But I’m A Cheerleader,tt0179116,20770
id239,grenoble gay and lesbian film festival,2005,4,France,253,But I’m A Cheerleader,tt0179116,20770
fest.lib.id.na137,febio film festival,2005,4,Czechia,253,But I’m A Cheerleader,tt0179116,20770
fest.lib.id665,frameline film festival,2013,6,United States,253,But I’m A Cheerleader,tt0179116,20770
fest.lib.id1736,toronto international film festival,2013,9,Canada,263,Can a Song Save Your Life?,tt1980929,198277
fest.lib.id1768,tribeca film festival,2014,4,United States,263,Can a Song Save Your Life?,tt1980929,198277
fest.lib.id1529,san francisco international film festival,2014,5,United States,263,Can a Song Save Your Life?,tt1980929,198277
fest.lib.id1557,seattle international film festival,2014,5,United States,263,Can a Song Save Your Life?,tt1980929,198277
fest.lib.id1664,sydney film festival,2014,6,Australia,263,Can a Song Save Your Life?,tt1980929,198277
fest.lib.id6064,provincetown international film festival,2014,6,United States,263,Can a Song Save Your Life?,tt1980929,198277
fest.lib.id1374,peace & love film festival,2014,6,Sweden,263,Can a Song Save Your Life?,tt1980929,198277
fest.lib.id1237,nantucket film festival,2014,6,United States,263,Can a Song Save Your Life?,tt1980929,198277
fest.lib.id.na435,tartu love film festival tartuff,2014,8,Estonia,263,Can a Song Save Your Life?,tt1980929,198277
fest.lib.id.na407,shibuyagawa film festival,2016,10,Japan,263,Can a Song Save Your Life?,tt1980929,198277
fest.lib.id.na275,kawasaki shinyuri film festival,2016,11,Japan,263,Can a Song Save Your Life?,tt1980929,198277
fest.lib.id.na321,muestra internacional de cine,1998,11,Mexico,273,Casablanca,tt0034583,289
fest.lib.id1690,tcm classic film festival,2010,4,United States,273,Casablanca,tt0034583,289
fest.lib.id.na449,toyohashi slowtown cinema festival,2010,11,Japan,273,Casablanca,tt0034583,289
fest.lib.id1888,berlin international film festival,2013,2,Germany,273,Casablanca,tt0034583,289
fest.lib.id1766,traverse city film festival,2014,7,United States,273,Casablanca,tt0034583,289
fest.lib.id1888,berlin international film festival,2009,2,Germany,287,Cleopatra,tt0056937,8095
fest.lib.id1690,tcm classic film festival,2010,4,United States,287,Cleopatra,tt0056937,8095
fest.lib.id285,cannes film festival,2013,5,France,287,Cleopatra,tt0056937,8095
fest.lib.id1736,toronto international film festival,2013,9,Canada,326,Dallas Buyers Club,tt0790636,152532
fest.lib.id1535,donostia-san sebastian international film festival,2013,9,Spain,326,Dallas Buyers Club,tt0790636,152532
